,strategy_nav,hs300_nav,equal_weight_nav
2016-11-07,2542881.546795425,1445572.3132843531,1328385.8831837676
2016-11-08,2554673.357277168,1451829.9037890087,1334194.8021770106
2016-11-09,2535390.673239174,1444047.7523492894,1333180.9303618446
2016-11-10,2564597.257956454,1460223.6022704772,1338323.7886243635
2016-11-11,2580694.7906845813,1471683.6492993059,1340825.325490271
2016-11-14,2589287.3184556244,1477295.239407748,1338619.7367707673
2016-11-15,2590359.545828355,1477131.5859740404,1344220.794967318
2016-11-16,2592237.8703472535,1477010.999233414,1345828.6417132926
2016-11-17,2589583.0048011523,1479999.8277332287,1346307.8599157438
2016-11-18,2578413.836415699,1471787.0093627,1340815.0873069072
2016-11-21,2590335.121345773,1481972.282276334,1348211.446965656
2016-11-22,2611430.369267733,1493707.9561408805,1356361.1318997575
2016-11-23,2604760.4042699826,1496451.3044901341,1354501.1319597054
2016-11-24,2601011.242509943,1502484.948190769,1352127.5358506117
2016-11-25,2614191.518105682,1516507.463457912,1357818.5287860376
2016-11-28,2622755.833315026,1522442.0537644606,1359649.8956052675
2016-11-29,2642091.2940653428,1534914.1680806905,1360950.3102466895
2016-11-30,2614131.1846458777,1523699.601202423,1354475.0544710727
2016-12-01,2635607.9665238145,1535344.8350114997,1355628.1549244346
2016-12-02,2614245.6234177295,1519802.065478601,1345596.2363687202
2016-12-05,2568310.7838931647,1494160.1564182302,1339530.8548235781
2016-12-06,2558098.9324462796,1489741.5137081293,1337936.8987471948
2016-12-07,2579538.487827619,1496890.5847595597,1346719.4725354193
2016-12-08,2583452.1707983045,1494474.543277721,1345614.3083282085
2016-12-09,2608667.086358541,1504621.0561675818,1349597.577571766
2016-12-12,2594120.2357820794,1468221.087175601,1321402.5914264335
2016-12-13,2593054.9758483456,1466438.1260820515,1323430.652084249
2016-12-14,2578690.585594538,1455202.0258572435,1317267.5777913022
2016-12-15,2586891.1516759363,1438612.7356824786,1312763.4678519133
2016-12-16,2579763.318376234,1441024.4704950096,1314922.1487748001
2016-12-19,2587557.2886329023,1433681.599324715,1313547.987756892
2016-12-20,2597231.512783206,1425102.7140629988,1311183.2503811612
2016-12-21,2592755.8457803307,1437798.7751832497,1316528.8763347587
2016-12-22,2586539.8862310085,1436562.7610918279,1314239.5354091686
2016-12-23,2589634.20559883,1424473.940344018,1307672.094604692
2016-12-26,2589634.20559883,1430847.8109199917,1311401.5188781945
2016-12-27,2588080.4250754705,1428259.5026658294,1310192.2320191672
2016-12-28,2582912.587862465,1422014.832169098,1305266.2951316806
2016-12-29,2580433.8829096514,1420236.177744857,1304504.8914722214
2016-12-30,2560112.1700306856,1425541.9943324246,1305656.9107794843
2017-01-03,2583532.256280217,1439387.9361579355,1313559.0019832011
2017-01-04,2597730.9516632995,1450619.7297134355,1323444.877943919
2017-01-05,2604027.757809279,1450395.782909415,1323764.7407601087
2017-01-06,2619655.089007277,1441730.764261537,1320584.9007550671
2017-01-09,2619668.602032968,1448720.4885485678,1324345.3468235258
2017-01-10,2622345.669942607,1446295.833728113,1322666.6670934183
2017-01-11,2629972.320059751,1436058.8807827816,1317330.4606227812
2017-01-12,2623024.797091064,1428789.222990725,1312761.6485529318
2017-01-13,2603337.8450001567,1429775.4502622776,1308498.2939320265
2017-01-16,2546903.70472438,1429577.3434741055,1298679.2972799838
2017-01-17,2545375.562501545,1432553.2519659963,1304208.30872023
2017-01-18,2556988.5896082735,1438156.2287358218,1303702.3761821243
2017-01-19,2550003.3893872947,1433815.1060732666,1299655.9300482848
2017-01-20,2560993.334063305,1444840.1795019784,1309613.1070993429
2017-01-23,2559673.2379895174,1448798.0085961139,1313123.1584413378
2017-01-24,2571507.741326113,1448957.3553605133,1313021.0364011882
2017-01-25,2586103.4527480667,1453888.491718277,1316615.910138877
2017-01-26,2588406.6529056886,1459082.3349038342,1319950.531416399
2017-01-27,2591202.44655324,,1320121.3032926065
2017-01-30,2580456.5902177994,,1318338.6597352494
2017-01-31,2576149.041450965,,1317898.5199483961
2017-02-01,2585575.665067298,,1318863.008657099
2017-02-02,2585061.0887967213,,1318810.5131438123
2017-02-03,2597941.1078457646,1448974.5820377457,1320124.702940331
2017-02-06,2594975.3336222786,1452729.997674401,1326618.0368133576
2017-02-07,2600270.565276293,1449487.0756854087,1326737.5936708583
2017-02-08,2605995.7460175427,1457071.1203369559,1331350.039771352
2017-02-09,2614734.544305463,1462669.7904374737,1337532.2085239869
2017-02-10,2627023.1059156363,1470077.2616473893,1338330.9576670108
2017-02-13,2638557.4802922886,1479887.8543312196,1344228.5287094489
2017-02-14,2639104.054836548,1479685.4408737395,1344190.839083669
2017-02-15,2651833.7777782734,1473617.3438186396,1341085.3099895862
2017-02-16,2656202.3869173373,1481894.7622287897,1345560.106666706
2017-02-17,2651903.19315201,1473501.0637473213,1341062.7718691067
2017-02-20,2671593.4711817424,1495012.8769412334,1350142.490688936
2017-02-21,2670523.733768508,1499935.399960381,1355403.8904093397
2017-02-22,2683615.121615991,1502924.2284601957,1357495.0044570665
2017-02-23,2683942.2083931905,1495844.0641176952,1355975.8778395788
2017-02-24,2689241.6281203115,1496072.3175910239,1359565.4760882598
2017-02-27,2667989.2145907315,1484172.9902927696,1354253.2330101992
2017-02-28,2678444.353928001,1487011.0853668014,1354771.2404461978
2017-03-01,2684798.165454286,1489435.7401872561,1358520.036280526
2017-03-02,2667403.5057557155,1479383.9740221729,1352257.149228269
2017-03-03,2675299.3676289087,1476265.9454431152,1352244.0516788035
2017-03-06,2688172.5121580553,1484284.96369478,1358017.762219097
2017-03-07,2686574.6862692568,1487506.3523372319,1359028.7982079445
2017-03-08,2675810.9911282747,1485253.9642891006,1356023.7073621163
2017-03-09,2655468.135648462,1475869.7318667714,1350442.6642803804
2017-03-10,2655715.496513406,1476278.86545104,1350023.7928658857
2017-03-13,2667299.72993963,1489289.3134307815,1358849.7593506488
2017-03-14,2661626.9477818757,1488682.0730583407,1356210.6144877106
2017-03-15,2668862.727907253,1491675.2082274635,1358714.5476658836
2017-03-16,2681990.499376915,1499371.2262810215,1365469.3256275968
2017-03-17,2669833.003833347,1483996.4168511382,1357748.4859416774
2017-03-20,2677745.159852488,1485632.9511882125,1360358.6252096703
2017-03-21,2680232.388387915,1492842.3156099557,1358741.085384982
2017-03-22,2679860.0245435648,1485822.4446377684,1356440.6775170818
2017-03-23,2680566.6557668787,1490960.3011223204,1357513.366771636
2017-03-24,2693870.3387659932,1502855.3217512663,1362841.4447189977
2017-03-27,2675889.9804799096,1497876.8120311138,1361684.1845671118
2017-03-28,2678656.951027751,1494332.4231905553,1360837.2495442098
2017-03-29,2662109.872458882,1492342.7419702176,1358171.1533512766
2017-03-30,2635678.7818114916,1480098.881127316,1349464.1142949366
2017-03-31,2638602.479440682,1488406.4462226229,1352587.9457629735
2017-04-03,2637624.500191124,,1352265.5674392954
2017-04-04,2638562.648022697,,1352545.6041157506
2017-04-05,2629224.1602651915,1509009.552192528,1351588.209333029
2017-04-06,2630492.7840518835,1513385.1282095478,1353676.5491972135
2017-04-07,2631155.675157283,1514853.702443607,1355393.0760708635
2017-04-10,2630438.831797639,1509547.8858560391,1349973.9491140344
2017-04-11,2635947.8293461083,1514797.7157426013,1352918.249239393
2017-04-12,2627546.4474593755,1511399.753658518,1348727.635174466
2017-04-13,2636293.7742903885,1513609.0750135684,1349564.157625763
2017-04-14,2608907.4290706767,1501520.2542657582,1341636.3866546445
2017-04-17,2590052.1271530166,1498695.079199651,1335857.4342265436
2017-04-18,2572195.3476768048,1491287.607989735,1328571.8073331283
2017-04-19,2561495.1012660223,1484026.5635362945,1322966.2908236266
2017-04-20,2568292.2615566095,1490775.1143420725,1326002.5227028967
2017-04-21,2562070.1033117725,1493031.8090595119,1324306.6726467526
2017-04-24,2589694.5915257456,1477730.2130078662,1314056.4151817714
2017-04-25,2598470.1082993518,1481911.988906022,1318114.1736612662
2017-04-26,2596176.445744734,1483725.096684728,1318558.1450401193
2017-04-27,2603966.6338640847,1484388.323758174,1322951.3516544402
2017-04-28,2604338.5560681457,1481386.575250435,1324037.6420287949
2017-05-01,2617345.564248207,,1325360.186549779
2017-05-02,2622258.3398408345,1475714.6917716798,1325857.7285835755
2017-05-03,2616198.703901582,1469922.221552298,1322343.2853554022
2017-05-04,2617229.790329612,1466158.1925770266,1318508.7116141766
2017-05-05,2627178.57364506,1456752.426808157,1313189.5815161678
2017-05-08,2630247.65098115,1446528.39387075,1305471.3473232742
2017-05-09,2633370.5968176904,1443823.8055452693,1307552.8243976855
2017-05-10,2635640.7225335697,1437437.014961371,1298514.1249847165
2017-05-11,2631060.209032506,1445598.1533002027,1299404.2580123453
2017-05-12,2632034.180669248,1457971.214222347,1303948.4764841513
2017-05-15,2642409.265097853,1463918.7245368198,1308352.7399985502
2017-05-16,2646124.5816775453,1476606.1723184546,1318994.889738241
2017-05-17,2588817.039872942,1468561.3140509415,1312668.087822326
2017-05-18,2604203.4226418594,1463453.6042515463,1311129.4508149803
2017-05-19,2617036.076902321,1465925.63243439,1311835.939902468
2017-05-22,2637300.9989402234,1469108.261053069,1310274.41445193
2017-05-23,2638792.341941885,1474685.3978070465,1305187.7903874791
2017-05-24,2642712.7476633047,1474676.7844684303,1307186.9541785412
2017-05-25,2689981.9613985703,1501158.4940438787,1319619.3953587508
2017-05-26,2690452.23729224,1498906.1059957473,1318502.653445567
2017-05-30,2692519.156340373,,1318546.4068744155
2017-05-31,2690087.6483728755,1504267.9092843202,1318353.6460163626
2017-06-01,2704820.936489331,1506360.9505680522,1312945.7594309964
2017-06-02,2708551.676216052,1501524.5609350668,1317220.8475772196
2017-06-05,2694045.4338931595,1493875.916243898,1318559.4708794202
2017-06-06,2697761.590905426,1504267.9092843202,1322346.42864364
2017-06-07,2712413.372905703,1521920.946778183,1334558.1417513264
2017-06-08,2726749.7112037153,1533596.3272724166,1337133.0503910698
2017-06-09,2698286.9311870527,1540138.1579514062,1334526.8447160579
2017-06-12,2698632.915692722,1539371.570814566,1328437.4572629936
2017-06-13,2698380.3577623796,1542765.2262293412,1335828.9157560156
2017-06-14,2658783.333897824,1522536.80048924,1329175.3265829831
2017-06-15,2647126.0073674805,1519733.158769673,1329973.6517697023
2017-06-16,2631289.820353524,1515413.569453658,1326581.0155119535
2017-06-19,2659305.58125706,1530448.152008202,1335769.467190593
2017-06-20,2645853.3356038327,1527355.9634449927,1332975.805815693
2017-06-21,2673523.110966617,1545215.7210656442,1338970.1308895107
2017-06-22,2684805.2231493955,1546240.7083609698,1335056.742693403
2017-06-23,2701991.0302806934,1560254.6102894964,1339980.8189512966
2017-06-26,2741627.0575690153,1579725.0622313737,1347629.6267179807
2017-06-27,2744447.948022541,1582580.3839826377,1344735.7812181618
2017-06-28,2727735.0147787128,1570284.8431080391,1342743.0018634018
2017-06-29,2743108.63151728,1580043.7557601724,1342904.0932873613
2017-06-30,2745450.618894814,1579169.50189063,1342387.4084323728
2017-07-03,2767345.257158621,1572300.3643442255,1343067.3972941667
2017-07-04,2758040.552924201,1559005.67619015,1337685.7171741936
2017-07-05,2780411.5400841236,1576103.1533432691,1344564.121422227
2017-07-06,2784647.4873332344,1576284.0334542089,1343733.2300671476
2017-07-07,2794070.8840456717,1574488.1523527352,1345797.9084834731
2017-07-10,2781357.382585203,1573523.4584277228,1341404.7653883086
2017-07-11,2746769.7876139535,1580896.4762831735,1339543.8520360512
2017-07-12,2745880.575290869,1575732.7797827732,1341599.756600276
2017-07-13,2748019.7499864674,1587834.5205385075,1345929.5371998453
2017-07-14,2747662.791705653,1594798.4048096898,1346009.1772486044
2017-07-17,2737412.6808871455,1577774.141034808,1326344.16861793
2017-07-18,2733429.658801646,1579333.1553243368,1330796.642204756
2017-07-19,2764703.443942017,1606279.9851850593,1343526.5627522378
2017-07-20,2778487.267859227,1614087.9766406277,1347540.4353633097
2017-07-21,2762067.3252338166,1605784.718214629,1347030.5846356372
2017-07-24,2773855.861987375,1612188.7354757595,1350480.913847685
2017-07-25,2764556.9403850143,1601891.4891601154,1348738.5116661454
2017-07-26,2754457.0481435987,1595788.938750551,1346113.2866941672
2017-07-27,2752867.518581512,1598717.4738800528,1354353.7323048515
2017-07-28,2750855.683784719,1602894.9431089005,1354265.449577077
2017-07-31,2745103.3508475246,1609777.000663229,1357521.3574341442
2017-08-01,2771298.0462520663,1623777.9825838313,1362965.3084044235
2017-08-02,2775168.400855168,1619673.7267332207,1359362.7977046927
2017-08-03,2751953.4248972386,1605453.104677906,1355409.44237663
2017-08-04,2744409.775441005,1596732.0993290227,1352152.7655245047
2017-08-07,2755839.7444412676,1605005.2110698645,1357153.3942919462
2017-08-08,2752488.1120687295,1607339.4258348495,1359003.8942653984
2017-08-09,2750371.416144065,1606835.5455258028,1359259.2801353107
2017-08-10,2698060.867861949,1600323.8615319699,1351296.3473144444
2017-08-11,2678810.996348216,1570793.0300863932,1340848.3931039537
2017-08-14,2723161.0011194088,1591176.4959215855,1356429.1732435105
2017-08-15,2716446.8311344213,1596077.4855941925,1358969.0226935465
2017-08-16,2724027.937300113,1594079.1910352388,1360576.5259886782
2017-08-17,2746813.1768039963,1602632.2362811065,1361840.9158079873
2017-08-18,2735988.531859384,1604092.1971765491,1360522.6831526726
2017-08-21,2758118.953458973,1611120.6814873528,1363994.565804189
2017-08-22,2743704.338022299,1615991.5244748034,1366863.719059426
2017-08-23,2723097.23652988,1617623.7521425695,1364465.868611825
2017-08-24,2703201.1548256353,1608390.2531460235,1359576.9258902008
2017-08-25,2729327.141278287,1634704.0026184565,1371010.8534906069
2017-08-28,2765279.8717908952,1654928.1216892498,1381268.7656641414
2017-08-29,2756579.0746313664,1651409.57286454,1381783.8143580237
2017-08-30,2767501.4489081297,1651306.212801146,1383565.0624713986
2017-08-31,2780201.7550308974,1646047.7695759675,1385142.1244444367
2017-09-01,2801330.030223244,1649686.9051413038,1389993.368346376
2017-09-04,2820068.837608954,1656181.362457904,1395233.7164364695
2017-09-05,2822037.762615848,1661103.8854770516,1396967.328680111
2017-09-06,2840052.7367639598,1657830.8168029028,1399761.2554950984
2017-09-07,2823321.6689872434,1649398.3582976614,1394757.742207785
2017-09-08,2829453.8680066876,1647727.3706061223,1393591.616704246
2017-09-11,2860469.5894394363,1647580.9438496477,1399381.032347837
2017-09-12,2855420.099852713,1652869.5337599826,1400230.5759197616
2017-09-13,2869396.0686303535,1654885.054996169,1402075.8259707382
2017-09-14,2864591.6668241406,1649437.1183214344,1397854.2520772715
2017-09-15,2847297.004938886,1650014.2120087184,1396480.6020384273
2017-09-18,2868529.2138713715,1655113.3084694974,1400024.6962852296
2017-09-19,2854843.9261436025,1650367.3588919817,1397583.155489482
2017-09-20,2879567.57039313,1654811.841617931,1400958.7841696783
2017-09-21,2846222.870583557,1652822.1603975932,1394405.9035373265
2017-09-22,2830966.3581802077,1652783.4003738204,1393325.5238206577
2017-09-25,2792003.1017048657,1644195.901773488,1385097.4076272126
2017-09-26,2801252.75440473,1645483.595896607,1387749.6645887548
2017-09-27,2824269.730239147,1645664.4760075465,1391295.770101351
2017-09-28,2818404.125855743,1646241.5696948306,1389272.651806745
2017-09-29,2835384.920752948,1652253.6800489246,1395584.1766269095
2017-10-02,2840882.70978111,,1396186.5357898446
2017-10-03,2842812.8816114166,,1396794.6457016405
2017-10-04,2845475.515636602,,1397056.2987266358
2017-10-05,2867342.076836244,,1399203.4841012824
2017-10-06,2867555.758860259,,1399224.3385807606
2017-10-09,2863546.2450214517,1671939.4654562066,1398833.0499837177
2017-10-10,2866046.224924501,1675234.0674768956,1403122.6844676717
2017-10-11,2862652.6389696216,1680759.5241991759,1402435.4132532345
2017-10-12,2856468.1299313083,1685178.1669092765,1402966.0532160334
2017-10-13,2861540.3188769585,1688645.0357022895,1406989.9323223967
2017-10-16,2867216.1980447,1685393.500374681,1401036.0448612834
2017-10-17,2865747.4266302674,1685229.8469409738,1399367.7604892894
2017-10-18,2873192.7862647055,1698619.2818198272,1400087.8862001055
2017-10-19,2868558.4241116303,1693059.3717430823,1396235.7598906828
2017-10-20,2877686.1974004093,1691164.4372475224,1400631.4511020167
2017-10-23,2867464.618654529,1692865.5716242183,1401347.555440498
2017-10-24,2872655.8087515845,1705182.645845357,1404743.621121841
2017-10-25,2860009.8211585744,1712740.850481056,1406284.263059566
2017-10-26,2853768.290838274,1719902.8415404102,1408705.065287608
2017-10-27,2868886.891390188,1732129.475706079,1413941.3939117615
2017-10-30,2867777.5597494505,1726853.8058036682,1404108.8966329119
2017-10-31,2871533.115293684,1725561.805011241,1406641.9112039884
2017-11-01,2867934.5188900563,1721212.0690100696,1405075.9776760873
2017-11-02,2865304.0723028295,1721431.7091447823,1399895.181857274
2017-11-03,2877313.6682433127,1719523.8546412983,1397984.541190379
2017-11-06,2891591.283414943,1731664.3554208055,1403723.4403552953
2017-11-07,2905228.456886476,1746031.4042325953,1410485.3959538124
2017-11-08,2908745.0562281692,1743344.0425843468,1412490.028005579
2017-11-09,2911064.7180192936,1755355.3432846111,1417208.2426915313
2017-11-10,2923200.0418930473,1770863.659463045,1422702.6558108032
2017-11-13,2928545.2001690185,1777823.2370649194,1426145.0291219563
2017-11-14,2912197.117452022,1765454.4828120838,1419975.149718244
2017-11-15,2897289.6395760174,1754394.956028907,1410954.161657749
2017-11-16,2923352.7495065415,1767892.0576404629,1416990.0599360801
2017-11-17,2957099.9296447253,1774713.821824478,1409465.9904622992
2017-11-20,2961893.6536796005,1784610.5478944702,1415859.4884858555
2017-11-21,3011466.044832927,1816423.9140733345,1423602.4944841636
2017-11-22,3027687.108882235,1820674.5966804198,1425647.3052543087
2017-11-23,2945959.654966715,1766768.0169510508,1403490.4552128047
2017-11-24,2943122.399282572,1767543.2174265073,1402397.5037701083
2017-11-27,2911829.9606736037,1744179.5364301163,1393548.6584153175
2017-11-28,2905519.397692231,1746707.5513139656,1401498.9810816837
2017-11-29,2878450.282812041,1745816.0707671908,1399024.551573443
2017-11-30,2875966.795270789,1725294.7915141394,1393261.619392724
2017-12-01,2857016.944831256,1721866.6827448993,1394931.105098255
2017-12-04,2838796.5517513114,1730790.101551263,1392044.3989992226
2017-12-05,2831821.209504037,1739967.613846804,1386130.33878218
2017-12-06,2814754.196231414,1729480.8740816037,1386557.112644059
2017-12-07,2805745.702839264,1710204.2222585904,1380956.1853608303
2017-12-08,2821570.778597695,1724123.3774623391,1387132.7769681213
2017-12-11,2840735.110274071,1752599.0749274336,1399201.4871090592
2017-12-12,2840660.3355680383,1729567.0074677656,1389247.2585611977
2017-12-13,2842440.4804197624,1744239.82980043,1395136.3008047016
2017-12-14,2835597.039494477,1733929.6634768613,1392602.4188996209
2017-12-15,2865274.7026090184,1714424.7581805193,1388902.191783299
2017-12-18,2883359.6242932905,1716332.6126840035,1389690.5311788712
2017-12-19,2871486.7627393915,1737883.1859016882,1397534.2388036011
2017-12-20,2868483.694533768,1735798.757956572,1393000.1675324903
2017-12-21,2871378.134048,1751888.4744915986,1397331.144632176
2017-12-22,2869052.3488010243,1746182.1376583786,1395048.0344744665
2017-12-25,2869052.3488010243,1740557.6275420124,1390323.5718263797
2017-12-26,2867330.9173917435,1745760.0840661859,1393082.483311375
2017-12-27,2859744.890304611,1718882.160914393,1385679.266577009
2017-12-28,2863760.439499084,1730807.3282284958,1389573.2505395783
2017-12-29,2846335.6330720093,1735953.798051664,1392803.4100089371
2018-01-02,2883721.773868786,1760308.0129889161,1408294.0832147812
2018-01-03,2907221.9016719717,1770639.7126590253,1417223.7138697675
2018-01-04,2912983.8247356457,1778141.930593719,1419276.3500241197
2018-01-05,2928116.458163818,1782422.759885961,1424887.4774642533
2018-01-08,2939852.620431228,1791643.3388745824,1429834.9842704907
2018-01-09,2940042.976768378,1804192.9732383583,1431647.452533222
2018-01-10,2925836.3238500874,1812164.618127634,1430753.4767108671
2018-01-11,2932447.9490035954,1811208.5375412377,1434894.8710454649
2018-01-12,2947580.6548721096,1819567.7826682413,1438120.6471642533
2018-01-15,2944105.470272951,1819671.1427316351,1428133.7806029776
2018-01-16,2956159.522575156,1833982.20484242,1432602.5451527983
2018-01-17,2961725.1762660705,1829524.8021085465,1435435.1230441441
2018-01-18,2975228.180208911,1839559.341596397,1438306.8623613832
2018-01-19,2983918.1788004786,1845580.0652891074,1439058.8588937467
2018-01-22,2997599.508328183,1867630.2121465313,1451776.717500839
2018-01-23,3035885.228779611,1887445.1976330555,1460153.6292444547
2018-01-24,3029984.1193364994,1890580.4528893456,1466304.7054958632
2018-01-25,3022941.034442409,1879895.6063359727,1463690.6298321898
2018-01-26,3057459.688456959,1886881.0239536953,1469668.5150460904
2018-01-29,3022254.6410248084,1852737.7496791538,1456415.5887738192
2018-01-30,2991858.4352028817,1832961.524216402,1445668.90312995
2018-01-31,2993448.969457544,1841488.729446421,1438453.2057714702
2018-02-01,2978360.3123904006,1828568.7215221494,1423006.9576673743
2018-02-02,2917700.6958375447,1839477.5148795426,1420568.27852865
2018-02-05,2882317.114700384,1840735.062317505,1410392.3704017925
2018-02-06,2878271.999415761,1786789.7225643636,1384933.8219879142
2018-02-07,2807292.8475240557,1744416.4032420611,1372609.3663295088
2018-02-08,2742602.181958988,1727857.259752453,1358847.8037558736
2018-02-09,2625559.610877099,1654040.9478117817,1333472.6009246327
2018-02-12,2627665.194408491,1675337.4275402892,1350776.2226923392
2018-02-13,2650153.8695678175,1694945.6929000255,1359337.1537640512
2018-02-14,2676823.1063941675,1708438.487842273,1367489.5474551274
2018-02-15,2676823.1063941675,,1371596.133320688
2018-02-16,2674681.647909052,,1371157.6603741006
2018-02-20,2668653.2466526097,,1370539.5764560355
2018-02-21,2657298.2359539582,,1369373.2584585135
2018-02-22,2659100.920330054,1745376.7904977652,1369559.0522655216
2018-02-23,2703183.9229837484,1753283.8353474194,1377406.3384965996
2018-02-26,2720689.6324780607,1773667.3011826116,1396342.4284072188
2018-02-27,2695932.8607674665,1748068.4588153216,1387031.9290129766
2018-02-28,2677019.7537115193,1732848.6894805294,1380542.2549496763
2018-03-01,2655242.755844937,1743809.1628696201,1384342.3970385806
2018-03-02,2670713.5092220977,1729756.5009173208,1381501.5299966622
2018-03-05,2693504.1223279503,1730462.7946838476,1388018.775351268
2018-03-06,2692561.6964545683,1751332.914150854,1396487.147486248
2018-03-07,2698834.5695140306,1738451.6662503555,1391940.9929188858
2018-03-08,2712070.2873241827,1756087.477066986,1398425.0746671667
2018-03-09,2759967.610111855,1769554.4319933848,1413676.1971414338
2018-03-12,2783419.6111563165,1777650.9702925954,1421170.453850782
2018-03-13,2759737.635104471,1761966.0806725298,1413040.8385479061
2018-03-14,2743316.1759018097,1754252.8359417396,1405283.3361315664
2018-03-15,2739200.755845898,1764080.655302802,1406830.3775442787
2018-03-16,2731499.9504784383,1746965.9514724505,1399410.4939811982
2018-03-19,2736094.71375545,1754644.7428487756,1397215.1693784285
2018-03-20,2740862.992070787,1756130.5437600666,1401272.9919796488
2018-03-21,2720702.0469225324,1748959.9393620964,1394449.018113218
2018-03-22,2713214.4437267706,1731431.7952781678,1383285.4322567596
2018-03-23,2570822.5778253204,1681728.5247934952,1345853.5947522088
2018-03-26,2617560.007872816,1670940.3181767284,1358807.4738325903
2018-03-27,2696353.0433975835,1685315.9803271345,1365285.897348364
2018-03-28,2680371.682348176,1654932.4283585558,1352887.5010487393
2018-03-29,2695289.82548353,1677038.5619169846,1364561.603449538
2018-03-30,2760994.2182141,1678955.029759085,1372531.9502327058
2018-04-02,2768380.756254388,1673967.9067003161,1371597.2947788334
2018-04-03,2734718.034471981,1663442.4069113429,1368011.518138931
2018-04-04,2696429.0968514276,1660160.7248985781,1366573.4817553915
2018-04-05,2696429.0968514276,,1368235.8663246338
2018-04-06,2694271.9535739464,,1361883.315789185
2018-04-09,2706960.629897736,1659329.5377221166,1363166.073942971
2018-04-10,2755825.2003458366,1691302.2506653806,1377441.4737225748
2018-04-11,2763292.360636469,1696112.800282518,1379622.7354329405
2018-04-12,2762024.9854428223,1679015.3231293985,1376152.4059406146
2018-04-13,2749682.5796912694,1667171.9825321496,1370435.299590729
2018-04-16,2765894.409951754,1640350.046081362,1365794.7120246761
2018-04-17,2726579.890335522,1614415.2835080407,1355453.3068514518
2018-04-18,2755021.126462824,1622012.2481675125,1364562.5579281722
2018-04-19,2755131.823927236,1641633.4335351728,1368046.8512038714
2018-04-20,2735397.2152071646,1619673.726733219,1350180.9408214188
2018-04-23,2703617.334678562,1622033.7815140525,1345271.6452704375
2018-04-24,2679643.3574714824,1655264.0418952787,1358680.6781632153
2018-04-25,2679359.744044158,1648894.4779886128,1358149.92897048
2018-04-26,2625134.8004408274,1617365.3519840823,1348545.9284856108
2018-04-27,2625691.912304291,1617963.979017907,1350096.8309784792
2018-04-30,2604927.4742258177,,1347961.4698635347
2018-05-01,2623309.8728339896,,1349863.9232172393
2018-05-02,2606501.0329272784,1620879.5941394845,1348134.0744627197
2018-05-03,2603367.8109280905,1633519.6685587298,1354572.2959879814
2018-05-04,2642838.7112433007,1625595.3970318432,1355947.9749091198
2018-05-07,2654728.6799094565,1651258.8394387548,1371219.8247190616
2018-05-08,2653132.7049539145,1670419.2111904495,1377170.2811766064
2018-05-09,2681106.1864480674,1667378.7026589375,1378837.0071534775
2018-05-10,2707347.3597808443,1676612.2016554833,1385455.2563675307
2018-05-11,2707522.5518273236,1667904.1163145246,1379501.8116522196
2018-05-14,2711018.1529249456,1683601.9259425143,1381402.1713102674
2018-05-15,2686984.40588234,1689980.1031877964,1383901.578251902
2018-05-16,2698639.098493523,1676517.4549307055,1378312.0701512315
2018-05-17,2681252.905792151,1664118.553992713,1372424.863185844
2018-05-18,2708068.3704333184,1680918.8709635742,1377745.2508432278
2018-05-21,2719562.2343572946,1688748.3957656824,1386014.942093767
2018-05-22,2707322.335231884,1682275.4717956223,1385799.8659387755
2018-05-23,2705189.2719435454,1660040.138157951,1376603.6296898995
2018-05-24,2693462.9232882494,1648257.0909310153,1372684.5919667343
2018-05-25,2678822.6836456927,1643640.3414327423,1366603.8532846866
2018-05-28,2672012.0786784478,1650858.3191931022,1364793.6929746002
2018-05-29,2670408.8714312403,1638261.3114669374,1359486.209977491
2018-05-30,2615954.5889692716,1603532.3301664952,1342744.0653226061
2018-05-31,2635851.7125002802,1637559.324369718,1354593.912506568
2018-06-01,2672129.124705841,1623868.4226392983,1349837.6378483449
2018-06-04,2689362.483442246,1639798.792409925,1354361.6484493413
2018-06-05,2694670.593425067,1656052.1623786588,1364883.858854475
2018-06-06,2714359.744932136,1652619.7469401108,1365563.0880941334
2018-06-07,2702614.0752783627,1649889.3185987812,1360651.666516997
2018-06-08,2706798.4529633876,1627757.345024504,1350328.8585417585
2018-06-11,2711245.822309409,1627912.3851195953,1347725.4501589173
2018-06-12,2721305.9638470784,1647710.1439288876,1357304.5368079136
2018-06-13,2715087.8760943483,1631512.7606611592,1347374.707439517
2018-06-14,2732447.6348509965,1625065.6767069479,1346815.0401024567
2018-06-15,2726548.1717412435,1616478.1781066153,1337455.2860111357
2018-06-18,2722869.9426897764,,1337094.4292370628
2018-06-19,2713004.64873333,1559496.6364912698,1336125.5375992255
2018-06-20,2725210.0563087966,1565663.7869404557,1341463.0435718573
2018-06-21,2704733.6691079126,1547373.3623889955,1325660.3718734211
2018-06-22,2703507.9021650767,1554233.8865967835,1333193.6657184504
2018-06-25,2655030.136691884,1533380.9938070092,1320577.7207173493
2018-06-26,2663620.961129486,1520732.3060491474,1321390.770032763
2018-06-27,2633596.2184223947,1489788.887070517,1307960.8796177993
2018-06-28,2653432.9532683804,1474401.15763271,1301705.5591193254
2018-06-29,2654317.499528981,1512062.9807319613,1324422.7973393206
2018-07-02,2666199.954203013,1467695.6735200128,1308075.4668548456
2018-07-03,2642098.6722376207,1468264.1538686808,1310983.0952225344
