,strategy_nav,hs300_nav,equal_weight_nav
2020-03-09,3491611.824542602,1721431.7091447813,1708700.040705395
2020-03-10,3584024.5505444547,1758296.798422036,1753751.0358836218
2020-03-11,3532891.7806346896,1734911.5840791042,1719933.737952316
2020-03-12,3467100.6180138416,1701526.2836027867,1663816.9350455354
2020-03-13,3439871.636025083,1677581.2022498033,1680578.1208683283
2020-03-16,3273556.5571867847,1605457.4113472118,1583408.1892388468
2020-03-17,3193030.9221261656,1597636.4998837193,1596484.226317987
2020-03-18,3201378.649239844,1566016.9338237192,1565860.3750430425
2020-03-19,3170575.405113451,1545702.3746974561,1566198.2545733727
2020-03-20,3203279.420321497,1573321.0449702404,1567479.5076346556
2020-03-23,3144799.1661623335,1520387.7725045,1515254.8681087582
2020-03-24,3264136.211299061,1561214.997545198,1574963.9812164577
2020-03-25,3351324.0347011797,1603166.2632753076,1607891.8728584093
2020-03-26,3340342.213577732,1592627.8434784103,1618610.1772799415
2020-03-27,3364592.871975267,1597800.1533174268,1605203.5909069288
2020-03-30,3273554.6874835137,1582317.6771548416,1593584.2460642883
2020-03-31,3274523.5576637294,1587507.2136710903,1590726.9547372551
2020-04-01,3243598.3181534912,1582735.424077726,1571700.9536403734
2020-04-02,3273356.6597920093,1608338.5731143244,1607021.9082624337
2020-04-03,3279513.641273791,1599161.0608187835,1596197.1171080745
2020-04-06,3279513.641273791,,1619160.3951116547
2020-04-07,3276890.030360772,1635681.6165513908,1618252.7021747762
2020-04-08,3367081.826566752,1628067.425214687,1623356.1582352854
2020-04-09,3373082.4562655967,1633437.8418418758,1633585.2228285323
2020-04-10,3381773.919416604,1623261.182266858,1613710.0396552815
2020-04-13,3379744.855064954,1616404.964728378,1604364.0014982438
2020-04-14,3423070.3800374456,1647602.4771961852,1642405.2790056712
2020-04-15,3365634.4979605395,1635397.3763770568,1633089.9851859906
2020-04-16,3407910.1381693175,1637559.3243697183,1644398.4930682569
2020-04-17,3468075.8493853267,1653541.3741720424,1657280.6807156254
2020-04-20,3416278.3263393007,1659557.7911954448,1661890.9592968882
2020-04-21,3300557.280528125,1640001.2058674055,1640995.646563446
2020-04-22,3389780.4934188453,1653494.0008096532,1659098.121782844
2020-04-23,3384341.7324523195,1649346.678265962,1658976.487556396
2020-04-24,3436306.774376776,1635229.4162740412,1652657.5690326388
2020-04-27,3471572.3249140056,1646340.6230889151,1657636.3468540278
2020-04-28,3431035.501623259,1657701.616723658,1647639.9906418151
2020-04-29,3536969.3065906586,1665401.9414465236,1661005.3449200813
2020-04-30,3524171.7622618075,1685018.820144876,1686585.3484279502
2020-05-01,3419455.8539819503,,1676562.4364607546
2020-05-04,3449457.130558801,,1679504.3673118895
2020-05-05,3483891.6877404237,,1682857.5319974653
2020-05-06,3482313.687466334,1695212.706397126,1682705.0846836702
2020-05-07,3522584.3808818427,1690320.3300631351,1681603.3111409596
2020-05-08,3565545.473071101,1707000.0602933697,1699922.401557674
2020-05-11,3574872.2266530995,1705518.5660513865,1695985.3621451242
2020-05-12,3555006.4534799424,1705544.4060672352,1691400.5844653128
2020-05-13,3536682.374338486,1708994.0481830158,1692434.0891528244
2020-05-14,3533923.098507413,1690462.4501503021,1686152.3671843205
2020-05-15,3549463.4500078796,1685122.18020827,1694138.0357929862
2020-05-18,3530059.2247836124,1689467.609540133,1703624.1844349282
2020-05-19,3648507.8826945852,1703826.045013307,1718519.6945680156
2020-05-20,3661098.4824159746,1694769.1194583925,1716027.3061340428
2020-05-21,3563312.93014445,1685539.9271311546,1695952.6762077084
2020-05-22,3539882.379880052,1646896.1834296584,1672179.4600764806
2020-05-25,3513174.9156761398,1649161.491485714,1670860.6167777332
2020-05-26,3599900.3379353695,1667873.9696293669,1695906.1010378923
2020-05-27,3532084.684603557,1656177.0557885934,1688122.6257019683
2020-05-28,3521150.0005575167,1660923.005366109,1684751.9907212278
2020-05-29,3566948.017190073,1665397.634777215,1694312.2432326805
2020-06-01,3651090.8583666603,1710324.8089992153,1732241.9698172945
2020-06-02,3664957.731940144,1715591.86556301,1736605.4907296472
2020-06-03,3671445.0572430925,1715626.3189174747,1736931.4074885359
2020-06-04,3658393.9373340667,1714997.5451984934,1735533.3041085305
2020-06-05,3743329.9088908476,1723206.056899714,1745060.7399797444
2020-06-08,3780561.9123306265,1732120.8623674614,1745710.8001704928
2020-06-09,3778352.4630866502,1742921.9889921525,1752406.184183867
2020-06-10,3792411.3071884494,1739769.5070586302,1753677.3287376203
2020-06-11,3585623.519611751,1720893.3754812696,1729284.2707034512
2020-06-12,3623116.3824615036,1723994.1773830948,1733167.729852981
2020-06-15,3659379.7826938513,1703283.4046804875,1728577.1362390907
2020-06-16,3726353.8447811403,1728942.5404180908,1757817.8594330945
2020-06-17,3725846.2958691297,1730243.154549134,1761180.235466778
2020-06-18,3729872.685430287,1741780.7216255083,1765160.281420235
2020-06-19,3740690.6711039757,1765178.855976364,1778438.146647342
2020-06-22,3773181.7439298127,1766617.2835252662,1791642.875191036
2020-06-23,3783102.073057767,1775118.6487394369,1802461.367591157
2020-06-24,3772049.041182388,1782526.1199493525,1798663.6769670586
2020-06-25,3790734.4233135832,,1802416.8983962182
2020-06-26,3741853.7616926683,,1793546.039630596
2020-06-29,3790566.4650708498,1769920.4988845717,1798215.8360356868
2020-06-30,3851708.683528051,1793279.8732116548,1826027.039396661
2020-07-01,3863482.766957316,1829378.3753520695,1839931.1238091255
2020-07-02,3914562.1151269153,1867302.9052791148,1857417.8135915014
2020-07-03,3963855.81025322,1903375.567403681,1875867.151686871
2020-07-06,4038430.4584457534,2011253.32690204,1942791.9122902025
2020-07-07,4091706.6750578266,2023329.2276419261,1953901.7263039101
2020-07-08,4188385.1087771803,2056003.927682409,1984083.8163006066
2020-07-09,4301633.4311916,2084759.5586525295,2018161.6884749108
2020-07-10,4286560.39989983,2047015.9088364244,2003746.3552627738
2020-07-13,4433909.632720254,2090009.3885390917,2039426.965483337
2020-07-14,4387016.82994391,2070082.429650557,2028842.9533629646
2020-07-15,4268830.421103581,2043286.3332156183,1997471.0814096923
2020-07-16,4054588.943756602,1944999.5262663767,1920708.7952829024
2020-07-17,4066793.4731500223,1957252.000447894,1921586.181670251
2020-07-20,4192157.937318567,2015650.4362656013,1966101.5559703985
2020-07-21,4206171.2604272505,2020275.7991024908,1974869.5678628956
2020-07-22,4244450.674403331,2030357.7119527305,1989501.397861199
2020-07-23,4242501.136811742,2029492.0714218044,1981288.322044027
2020-07-24,4034980.097503323,1940408.6167839523,1912199.514137672
2020-07-27,4040283.825908567,1950253.662822247,1921149.4838408318
2020-07-28,4078250.554185793,1967398.5133377556,1931668.6232348497
2020-07-29,4163753.445724521,2015094.8759248583,1976282.6301392084
2020-07-30,4167683.431362399,2005249.8298865631,1969898.0400911688
2020-07-31,4216896.58758079,2022002.7734950352,1995008.5126465426
2020-08-03,4336634.023971622,2054845.4336385333,2039093.7075918573
2020-08-04,4306622.073769474,2056779.1281578657,2030486.1787197473
2020-08-05,4354120.731510359,2057343.3018372254,2045705.0204802756
2020-08-06,4383484.577526455,2051163.2313801157,2046550.9952199496
2020-08-07,4328163.708094983,2027549.7635638553,2024954.2461663473
2020-08-10,4323568.509392303,2034845.2613717604,2029414.9785011322
2020-08-11,4265563.09185881,2016287.8233231981,1997582.416212684
2020-08-12,4350636.021450356,2001584.8543053775,1976392.2396306603
2020-08-13,4350218.479049593,1996446.9978208253,1981825.5731608744
2020-08-14,4347120.497326547,2026128.5626921852,1999852.4455987595
2020-08-17,4374147.455857619,2073760.3252396658,2030442.2700482567
2020-08-18,4416559.05003749,2072696.577920568,2043442.3657770187
2020-08-19,4355058.0619402565,2041654.1055478517,2010852.2622819254
2020-08-20,4351012.412959645,2015155.1692951703,1992490.2878639502
2020-08-21,4373321.687499117,2032248.3397789819,2004359.857846416
2020-08-24,4408719.644066666,2048187.322888225,2015964.259515531
2020-08-25,4434773.253362492,2050814.3911661603,2014899.950669694
2020-08-26,4504691.892775388,2026774.5630883991,1994037.2289940978
2020-08-27,4499862.267682107,2037635.9830834034,2010598.4564623227
2020-08-28,4528159.356721604,2086266.8929103613,2036028.150765549
2020-08-31,4544856.8793035885,2074186.6855011676,2033308.5046424652
2020-09-01,4596144.575861366,2085340.9590091214,2046480.6190656074
2020-09-02,4655310.415947038,2086103.2394766537,2050820.4285327683
2020-09-03,4451905.520823822,2074565.6724002792,2017630.0411590803
2020-09-04,4405569.245445523,2054376.0066839508,2004840.2649337456
2020-09-07,4405569.245445523,2010943.2467118578,1977009.1186840339
2020-09-08,4402925.903898256,2021718.5333207003,1983318.5558456974
2020-09-09,4308995.47920817,1974431.3043178665,1955682.2758798576
2020-09-10,4225413.018261261,1973307.2636284546,1932289.108727917
2020-09-11,4213905.741772496,1992816.4755941045,1948287.6484009908
2020-09-14,4271034.505135517,2003053.4285394358,1969665.780035959
2020-09-15,4287600.046981966,2019173.291759618,1983851.358259489
2020-09-16,4241845.644724923,2005770.9368728406,1968497.4979438179
2020-09-17,4192588.5157424575,1995154.9970283976,1965775.8876861585
2020-09-18,4136035.1352569484,2040108.0112662462,1986142.7415589713
2020-09-21,4113679.5575987766,2020443.7592055048,1975856.645868348
2020-09-22,4041263.9998791213,1996468.531167365,1961508.0003340165
2020-09-23,4014065.514677937,2003604.6822108706,1959557.949568382
2020-09-24,3954221.9293861687,1965163.3519668547,1930256.5113733008
2020-09-25,3934354.8564082626,1968156.4871359777,1935090.4900571678
2020-09-28,3893691.8466703277,1973277.1169432972,1934518.66996591
2020-09-29,3994189.7356441887,1977536.4128889986,1949578.213519638
2020-09-30,4036632.6412347774,1975641.4783934387,1955164.0372134238
2020-10-01,4036632.6412347774,,1959025.96418939
2020-10-02,4033403.3351217895,,1951611.9452407546
2020-10-05,4115056.6000053207,,1959513.7330796737
2020-10-06,4047338.951784832,,1953064.5551189266
2020-10-07,4120540.1153016,,1960129.2758928076
2020-10-08,4145580.3376886486,,1962511.5884830165
2020-10-09,4195204.927808874,2016012.1964874791,1967210.02996776
2020-10-12,4294437.382395381,2077175.51400098,2016999.9624481802
2020-10-13,4280024.726840599,2084083.4115711574,2017406.594185751
2020-10-14,4245534.1373889325,2070259.003092187,2003372.520757091
2020-10-15,4180423.5190633005,2066658.6275506234,1990258.0281192986
2020-10-16,4147824.012372107,2063618.1190191119,1986169.8885331678
2020-10-19,4091543.265699643,2048032.2827931321,1965752.1361758648
2020-10-20,4137914.6014394853,2064389.0128252602,1978020.4731297004
2020-10-21,4105482.6873607985,2064113.3859895424,1966549.896031122
2020-10-22,4081691.1513361456,2057717.9820670278,1958450.364469603
2020-10-23,4093920.364231384,2032097.6063531977,1936375.4015753916
2020-10-26,4022938.797785205,2020361.932488651,1928580.0066002787
2020-10-27,4033357.9734783308,2023824.4946123557,1938290.9868419822
2020-10-28,3882892.297553845,2040185.5313137919,1932095.3652441916
2020-10-29,3936874.5220599435,2055538.8073971344,1941881.7923191276
2020-10-30,3872752.0917254896,2022123.36023566,1911272.887615875
2020-11-02,3921567.8068908085,2033105.3669712911,1922938.2274813028
2020-11-03,3971135.338449198,2057537.1019560888,1953267.001968525
2020-11-04,3990653.3772472064,2073084.1781582953,1972854.206978449
2020-11-05,4047350.5981768067,2103855.330364602,2002376.552631549
2020-11-06,4004984.488519193,2104118.037192396,1993314.6635394425
2020-11-09,4000971.3344935304,2145302.7157856654,2022504.8758361891
2020-11-10,3952287.8366145235,2133472.2951963404,1998738.3293106721
2020-11-11,3941738.589815666,2112378.228925313,1984197.6335640333
2020-11-12,3957412.2828272404,2113911.4031989933,1986450.7414173053
2020-11-13,3920818.7828308144,2091684.6828999382,1988568.9822207252
2020-11-16,3975565.606753724,2112063.8420658223,2006350.639856601
2020-11-17,3974365.818385975,2108024.186254834,1995208.1831905763
2020-11-18,3957875.369057327,2106680.5054307096,1987255.2727438835
2020-11-19,3954030.1913577532,2122322.3283576937,1995708.832937363
2020-11-20,3950458.860292834,2128911.5323990723,1999654.9988508357
2020-11-23,4003959.2492205566,2155500.908707223,2012464.6202879597
2020-11-24,3986029.3325053453,2142262.2072541527,2008720.0370686364
2020-11-25,3936730.918310919,2114876.097124005,1985917.4745011234
2020-11-26,3937820.7202338562,2118704.7261388977,1984988.193477736
2020-11-27,3952235.4595866604,2145052.9289657953,1993767.4944022202
2020-11-30,3911231.8933797553,2136215.643545593,1981947.3360088167
2020-12-01,3963086.778294867,2182232.4051025403,2012947.7997169034
2020-12-02,3966807.9996946543,2182249.6317797727,2015920.9720711734
2020-12-03,3967277.2556059696,2177908.5091172173,2017567.9636025522
2020-12-04,3994567.1316116937,2181724.218124185,2022630.4715742434
2020-12-07,4001539.4980227314,2162912.6865864457,2014511.945784341
2020-12-08,4013350.6827014205,2157589.643321646,2017472.2094662737
2020-12-09,3954348.4606696093,2128657.438909894,1987067.9635652087
2020-12-10,3957740.937865126,2127718.58500073,1986145.8438422014
2020-12-11,3951035.8957883404,2105801.9448918574,1973423.213208772
2020-12-14,3956280.156774604,2125272.396833735,1984230.8783104331
2020-12-15,4003064.417478213,2129691.039543836,1991708.9665873572
2020-12-16,4015289.933835675,2133467.9885270307,1990448.9332341577
2020-12-17,4057362.1282387334,2160862.711995794,2010083.91795038
2020-12-18,4048752.9356565825,2153321.7340373285,2007568.260854174
2020-12-21,4033228.8489630544,2173507.0930843484,2029704.2126726115
2020-12-22,4030564.1274747388,2138162.2580728503,1997418.5954385637
2020-12-23,4042731.5780115686,2156401.002592613,2008111.1681060195
2020-12-24,4036178.079563869,2153343.2673838693,1996584.2228401909
2020-12-25,4050522.7344420496,2171426.9718085416,2007523.4085260783
2020-12-28,4050740.545570222,2181073.9110586643,2004509.6233103112
2020-12-29,4018080.453966809,2171827.4920541937,1994941.222965326
2020-12-30,4080893.305795352,2202305.7907475503,2015208.2825140005
2020-12-31,4133944.0749288406,2244330.2698558974,2042343.7047044884
2021-01-04,4180832.526131693,2268632.804761452,2061617.4263126536
2021-01-05,4212063.356070321,2312035.418048389,2074611.0524350049
2021-01-06,4191296.654956837,2333211.3110362696,2075365.7516902476
2021-01-07,4260254.614966977,2374551.02972463,2084134.7135059403
2021-01-08,4245384.711273489,2366699.971575981,2084058.943926108
2021-01-11,4185401.1866708547,2343327.677240974,2059861.2292303897
2021-01-12,4304285.886422834,2410162.8782332307,2089665.5835943036
2021-01-13,4260766.230773998,2402247.2200449603,2082948.367498736
2021-01-14,4185597.940945833,2355946.2183136796,2073084.3121923795
2021-01-15,4184546.366588135,2350614.5617102636,2071996.3143434802
2021-01-18,4224961.086830393,2376644.0710083623,2092648.7473407928
2021-01-19,4171613.511812655,2341760.0496128295,2076327.2071828775
2021-01-20,4189803.1614300013,2358517.299890609,2102932.275977516
2021-01-21,4243118.617862263,2396648.549944442,2123108.0203421544
2021-01-22,4239959.8354199035,2398720.0578816338,2123502.316963809
2021-01-25,4276899.888615842,2422897.6993772537,2126877.123975399
2021-01-26,4172220.7219514805,2374253.8695423715,2101191.0699224076
2021-01-27,4189501.613716465,2380726.793512431,2088924.0465327862
2021-01-28,4143602.100989601,2315756.380330578,2056986.5497642204
2021-01-29,4112277.128975955,2304912.187012806,2038349.4354569681
2021-02-01,4157971.3514594752,2333202.697697652,2059849.3374103666
2021-02-02,4232285.217138973,2369137.5464043594,2080478.3846890044
2021-02-03,4217720.612650875,2362294.2488738033,2065763.1874312556
2021-02-04,4235385.54021632,2357449.245902201,2057996.8169251513
2021-02-05,4250364.429146196,2361523.355067655,2049984.702121429
2021-02-08,4280315.890929578,2396471.9765028097,2073152.1029175024
2021-02-09,4276692.064446186,2448879.835312963,2104634.889927813
2021-02-10,4267989.391868899,2501192.9473983385,2124193.756746038
2021-02-11,4280347.58102363,,2125777.037520264
2021-02-12,4290065.246036033,,2127913.790051872
2021-02-16,4283572.981356899,,2127269.7448568875
2021-02-17,4271371.431257032,,2126057.859896329
2021-02-18,4252244.349330586,2484250.51034031,2124153.7743574777
2021-02-19,4233501.989394962,2488755.286436573,2131070.67623578
2021-02-22,4069859.258201092,2410584.931825422,2099235.538439389
2021-02-23,4069305.7735091555,2402979.3538273345,2095493.8228374003
2021-02-24,3985885.74031729,2341781.582959368,2070738.998810991
2021-02-25,4008634.817897133,2355558.6180759496,2056659.7908072951
2021-02-26,3921026.9847466303,2298366.0496645076,2024656.011554288
2021-03-01,4000344.8369861767,2333689.351329466,2062435.022048208
2021-03-02,3968568.3908774997,2303908.73306402,2040414.128011021
2021-03-03,3995690.8151034075,2348086.5468264124,2056270.5500946308
2021-03-04,3964432.8274596753,2274227.1681926604,2012213.3481395904
2021-03-05,3981506.0793839605,2266513.9234618703,2016928.5929492256
2021-03-08,3929175.136344619,2187796.621848592,1970568.371769426
2021-03-09,3864502.322025585,2140845.3130517895,1947767.225075193
2021-03-10,3831308.863565907,2154889.3616654724,1951858.7632163921
2021-03-11,3886474.7313936497,2208554.767913589,1994116.9705170058
2021-03-12,3876392.441827238,2216375.679377081,1993006.350496725
2021-03-15,3903570.748337895,2168640.556766206,1975159.117764496
2021-03-16,3925936.792532563,2187512.3816742585,1984300.9293842176
2021-03-17,3926553.222756783,2196771.720686653,1993156.3071148123
2021-03-18,3896666.310595719,2214390.304826052,1994091.3368939408
2021-03-19,3881878.385464364,2156388.0825846884,1971692.1281958804
2021-03-22,3914706.6372565157,2177947.2691409895,1991466.7405918147
2021-03-23,3899207.9181373706,2157318.323155236,1976296.1134689134
2021-03-24,3855261.9461528496,2122623.7952092583,1951896.6308212625
2021-03-25,3866945.3495086343,2121616.0345911654,1954788.763376131
2021-03-26,3924680.107372259,2169695.6907466874,1990256.7054351717
2021-03-29,3950251.774019354,2173524.3197615803,1992582.562019978
2021-03-30,3941241.0561013506,2194131.732400793,1994688.852013033
2021-03-31,3943016.3994958485,2174161.706819177,1989624.6294021234
2021-04-01,3978108.8192802384,2201043.936640278,2016153.9707697348
2021-04-02,3978108.8192802384,2222913.2033867617,2029621.111481055
2021-04-05,3978108.8192802384,,2029621.111481055
2021-04-06,3974926.332224814,2213774.4511149935,2029129.392817042
2021-04-07,3983455.96038638,2198012.0414473824,2028166.3200390365
2021-04-08,4012604.1896401574,2201659.7903513354,2032431.9606417888
2021-04-09,4037904.819687645,2168554.423380044,2022990.269591221
2021-04-12,3988386.176075827,2130832.306910479,1999265.204176285
2021-04-13,4019075.556801143,2127339.5981016182,1996589.3726158945
2021-04-14,3984628.6077557504,2144992.635595481,2010051.9641834355
2021-04-15,4038813.3171969596,2131357.7205660664,2012081.9827664723
2021-04-16,4048363.3872020403,2138769.49844529,2024799.832231542
2021-04-19,4018271.2739925706,2190811.2903642557,2051046.9973895357
2021-04-20,3990394.0918219816,2189239.3560668025,2043187.1690914086
2021-04-21,4027144.384442269,2195858.7067933376,2049867.1155571246
2021-04-22,3983629.9282092066,2191767.3709506514,2050293.6586169389
2021-04-23,4028528.137137375,2211668.4898233376,2063077.7952376897
2021-04-26,4023891.232872771,2186599.3677809434,2054238.8511256955
2021-04-27,4022892.0702765514,2192318.624622088,2053897.253682823
2021-04-28,4012739.089276062,2204687.3788749236,2062036.5151140506
2021-04-29,4036206.945612694,2224037.244076174,2069932.074852402
2021-04-30,4005877.06506118,2206517.713330862,2061535.7961188727
2021-05-03,4000958.319359685,,2061194.4543033948
2021-05-04,3962384.4427706385,,2056008.3538052705
2021-05-05,3957737.558934461,,2055526.1173073065
2021-05-06,3990068.8298265333,2179657.016856302,2058884.4891414554
2021-05-07,4014711.494599362,2151633.5196685567,2042618.471104713
2021-05-10,4029529.2797398665,2150070.1987097203,2039162.295621228
2021-05-11,4003026.001782298,2163265.83346971,2038724.053677438
2021-05-12,4028468.072629682,2172520.865812796,2040960.8060089892
2021-05-13,3977242.5400254275,2150307.0655216654,2032273.7197600463
2021-05-14,4064970.124282438,2200962.1099234256,2067295.7572475784
2021-05-17,4134150.3536051647,2233003.7295756186,2083578.7962349372
2021-05-18,4125872.5667022844,2234127.77026503,2081863.8034044777
2021-05-19,4137540.886581026,2227525.6462157276,2080202.7125720654
2021-05-20,4145525.6072302237,2233615.2766173678,2085973.4483224277
2021-05-21,4118908.2465389525,2211108.6228132867,2076120.347484098
2021-05-24,4141521.785095217,2220342.1218098328,2091313.4088920788
2021-05-25,4223250.273378873,2290493.458169319,2125470.123484337
2021-05-26,4206012.121560211,2291402.1653933264,2129591.2679541386
2021-05-27,4243408.912299985,2298999.1300527975,2140284.513533557
2021-05-28,4239455.900854606,2291617.498858731,2136046.408038093
2021-05-31,4327808.524505803,2296130.8882936095,2158398.1112258052
2021-06-01,4332204.830649288,2300484.9309640895,2166201.371382402
2021-06-02,4283352.629681721,2278215.1439719535,2144557.0209294176
2021-06-03,4277253.434871034,2263279.6148114954,2133634.404963994
2021-06-04,4295424.922967267,2274903.3152740314,2144327.042123551
2021-06-07,4326043.580272203,2272900.7140457695,2148234.976211804
2021-06-08,4296475.55412359,2253301.062024649,2138193.232707373
2021-06-09,4300120.676469237,2255165.8498350526,2141774.390867501
2021-06-10,4372882.737023018,2270247.8057519854,2160829.4200898698
2021-06-11,4364487.4072554745,2250105.5133980457,2156078.997613369
2021-06-14,4384737.723939427,,2158471.1233697254
2021-06-15,4367809.225289166,2225066.538040808,2156542.905128759
2021-06-16,4345602.913725934,2187999.035306073,2123857.456076116
2021-06-17,4410955.015735939,2197215.3076253864,2142805.1111075776
2021-06-18,4417879.487179021,2197465.094445256,2143004.5217576544
2021-06-21,4465316.164426854,2192262.637921083,2157825.5233156756
2021-06-22,4496586.830348551,2205944.926312886,2170415.8653223296
2021-06-23,4511938.080938179,2216810.652977199,2183132.230331898
2021-06-24,4503531.553078913,2220505.7752435403,2175698.615953854
2021-06-25,4508601.15132171,2256681.7974315,2195845.584182181
2021-06-28,4557155.856474972,2261759.360545739,2205566.9081418
2021-06-29,4545562.038484248,2235393.931041609,2194427.886327023
2021-06-30,4568527.4302826915,2249821.273223712,2207946.5172440144
2021-07-01,4532535.5498981755,2252241.6213748585,2204963.0168788997
2021-07-02,4538913.85070636,2188270.355472482,2175502.1011455576
2021-07-05,4569667.830290842,2190281.57003936,2187964.935914094
2021-07-06,4566926.029592667,2189123.0759954834,2178706.6305125873
2021-07-07,4652197.32498718,2213839.051154615,2201154.316336166
2021-07-08,4618399.75144496,2191345.3173584584,2194503.0680661453
2021-07-09,4657515.978122592,2183240.1657206314,2197476.679433237
2021-07-12,4711728.778235998,2210488.4624329205,2221731.469231352
2021-07-13,4726561.281115031,2214532.424913218,2225299.719729013
2021-07-14,4702339.037669056,2189114.462656867,2208970.5924893674
2021-07-15,4684938.613140989,2218563.46738559,2223684.085258183
2021-07-16,4662708.250198628,2194148.9590780246,2202254.173599398
2021-07-19,4634254.767115554,2202211.0440227697,2193001.6288192472
2021-07-20,4678220.724906702,2200273.0428341287,2202873.587855758
2021-07-21,4743324.997846671,2215367.918758986,2226549.7825718247
2021-07-22,4774190.149712792,2218688.360795524,2233445.738823758
2021-07-23,4780233.433778438,2191763.064281342,2220973.564079828
2021-07-26,4752145.551631832,2121163.8343138145,2188102.920144825
2021-07-27,4662897.035677133,2046232.095022348,2142156.008724424
2021-07-28,4620401.923833042,2050181.3107778667,2137463.7266347217
2021-07-29,4634774.398797769,2088850.8944952115,2180236.3517717044
2021-07-30,4608623.134515138,2072011.8175005773,2177076.297034645
2021-08-02,4601724.8614447005,2124798.663209843,2195203.844261528
2021-08-03,4587734.342675603,2125108.7434000256,2185781.069808337
2021-08-04,4644198.150506443,2144226.048458639,2210863.66478037
2021-08-05,4649924.217786244,2131228.520486822,2206254.878570967
2021-08-06,4649540.137966965,2119553.139992588,2198906.0442496436
2021-08-09,4660934.42664424,2147115.823564368,2200156.989106935
2021-08-10,4661871.447799798,2171917.9321096605,2209719.9279955355
2021-08-11,4675277.074200421,2159941.0847638613,2211105.8129591146
2021-08-12,4696922.839216601,2141857.3803391894,2212990.4509881013
2021-08-13,4692622.302396084,2130070.026442945,2204215.297609852
2021-08-16,4654636.84536483,2127955.4518126724,2200468.0723173073
2021-08-17,4566177.738709166,2083308.2110956984,2164911.7576086577
2021-08-18,4519587.0189203,2107787.3194428845,2171512.2470112992
2021-08-19,4533987.7763668485,2093962.9109639144,2176427.7613095767
2021-08-20,4573351.573216959,2053966.873099678,2164181.43175518
2021-08-23,4649555.1973028025,2082653.5973608685,2195474.010412005
2021-08-24,4668302.774960778,2105267.9178976514,2213851.566552092
2021-08-25,4686517.646861321,2109475.533811656,2216836.221536303
2021-08-26,4639264.620891976,2067894.641642042,2191152.7170766136
2021-08-27,4662419.915523268,2078846.501692516,2202270.593986347
2021-08-30,4692074.758044825,2072916.2180552753,2209063.244863397
2021-08-31,4698232.581018565,2069617.3093652779,2204796.049820113
2021-09-01,4679641.669508539,2097115.3928974355,2202804.7817593375
2021-09-02,4729851.1240281155,2097093.859550895,2206825.842410667
2021-09-03,4730330.664594172,2085745.7859240766,2201281.2787402445
2021-09-06,4751727.44430991,2124794.356540533,2231349.409775576
2021-09-07,4809499.1353763975,2150246.7721513477,2251457.6928683063
2021-09-08,4856932.286168385,2141331.9666836006,2243073.376381644
2021-09-09,4945968.367847279,2140418.9527902855,2246460.270887352
2021-09-10,4899188.232672594,2159157.270949787,2250938.3626444056
2021-09-13,4969491.5848040385,2149742.891842301,2246126.5068753203
2021-09-14,4882918.406287626,2117658.205497027,2233521.9330542195
2021-09-15,4881580.211453387,2096193.765665504,2229783.0755399494
2021-09-16,4819613.150431139,2070517.4032506682,2201663.334131813
2021-09-17,4745537.933705086,2091292.7759928964,2196216.7946207207
2021-09-20,4745537.933705086,,2187886.43585302
2021-09-21,4741741.503358122,,2187935.8202845664
2021-09-22,4787777.432766416,2076576.8869671514,2192184.202820863
2021-09-23,4832218.083458997,2090112.7486024795,2200442.7010602
2021-09-24,4709096.661668204,2088489.1342733293,2190052.625164163
2021-09-27,4579531.281818919,2100521.968320134,2175070.0112187606
2021-09-28,4651941.29489221,2103304.0766931605,2167007.6622600066
2021-09-29,4513775.495878364,2081813.7968457888,2139553.859547874
2021-09-30,4527402.42642489,2095788.9387505425,2155286.865272952
2021-10-01,4527402.42642489,,2159263.838735128
2021-10-04,4523780.50448375,,2151792.3474318925
2021-10-05,4579160.457929924,,2157060.7798816324
2021-10-06,4603003.656905592,,2159307.0968582854
2021-10-07,4642422.492808848,,2163005.437266427
2021-10-08,4626078.3388828775,2123162.128872765,2161482.418029632
2021-10-11,4587018.908180037,2125853.7971903216,2155779.124365834
2021-10-12,4550774.331488422,2103308.3833624683,2131132.70648719
2021-10-13,4597562.851535441,2127542.0115590934,2147252.9452956086
2021-10-14,4583392.351967667,2116129.3378926534,2157009.8896027473
2021-10-15,4606185.007953278,2124096.6761126206,2170767.543825806
2021-10-18,4526288.609901243,2099406.540969338,2169733.7007200457
2021-10-19,4558800.512607632,2120052.7136323242,2185822.247013341
2021-10-20,4563896.521543405,2114652.1503199786,2180963.1788604027
2021-10-21,4585692.736655015,2122335.2483656122,2185441.233253934
2021-10-22,4563320.554407361,2135991.6967415665,2180452.392194328
2021-10-25,4594605.371686064,2144514.5953022777,2194095.8720917213
2021-10-26,4580130.932751078,2137443.044298393,2190019.138729182
2021-10-27,4531042.881321615,2109475.5338116535,2170372.29053184
2021-10-28,4579421.007298572,2094824.2448255296,2158767.9521264806
2021-10-29,4594377.933043251,2114044.9099475374,2179914.1272560894
2021-11-01,4606455.937706329,2106258.4518385096,2182314.7402003473
2021-11-02,4624666.26310629,2084363.345076178,2172292.800139576
2021-11-03,4664508.544007357,2076292.6467928162,2174670.145745082
2021-11-04,4703405.705797565,2096805.3127072514,2189108.6325089545
2021-11-05,4714073.533152926,2085440.0124032008,2179752.6409978233
2021-11-08,4712801.883810347,2087950.8006098177,2186540.4157867357
