date,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2014-04-14,4019.51,4051.33,4051.49,4018.74,41571742,37820284416.0,0.81,0.75,30.14,0.37
2014-04-15,4050.33,4021.91,4050.33,4015.09,45456868,41713771264.0,0.87,-0.73,-29.42,0.41
2014-04-16,4010.36,4019.88,4026.76,3992.5,38105115,34759895552.0,0.85,-0.05,-2.03,0.34
2014-04-17,4025.38,4014.94,4035.37,4012.71,38718390,35587633408.0,0.56,-0.12,-4.94,0.35
2014-04-18,4006.88,4029.26,4029.76,3995.55,34736479,32247621120.0,0.85,0.36,14.32,0.31
2014-04-21,4004.61,3965.34,4032.85,3962.29,40253951,38253411072.0,1.75,-1.59,-63.92,0.36
2014-04-22,3957.22,3947.17,3974.63,3889.78,41934820,39218301952.0,2.14,-0.46,-18.17,0.37
2014-04-23,3942.5,3929.17,3956.41,3913.18,30741912,29374317312.0,1.1,-0.46,-18.0,0.27
2014-04-24,3924.45,3884.81,3931.51,3884.59,32345720,29781616896.0,1.19,-1.13,-44.36,0.29
2014-04-25,3879.45,3800.68,3886.76,3797.47,36000619,31763963136.0,2.3,-2.17,-84.13,0.32
2014-04-28,3785.96,3684.59,3785.96,3679.96,36670330,31495246592.0,2.79,-3.05,-116.09,0.33
2014-04-29,3678.62,3738.93,3739.25,3678.01,28297418,24757446912.0,1.66,1.47,54.34,0.25
2014-04-30,3734.8,3766.17,3770.73,3728.41,26592828,23450154240.0,1.13,0.73,27.24,0.24
2014-05-05,3761.23,3798.29,3798.36,3746.19,28615421,24739037440.0,1.39,0.85,32.12,0.26
2014-05-06,3795.36,3817.98,3831.41,3790.51,30600384,28050980608.0,1.08,0.52,19.69,0.27
2014-05-07,3806.84,3749.97,3806.84,3747.79,29363631,26315376384.0,1.55,-1.78,-68.01,0.26
2014-05-08,3740.25,3754.01,3798.22,3733.75,30515953,26226566912.0,1.72,0.11,4.04,0.27
2014-05-09,3748.49,3716.02,3752.46,3688.05,29488834,25743202560.0,1.72,-1.01,-37.99,0.26
2014-05-12,3738.67,3812.76,3812.83,3730.95,42454809,36840651776.0,2.2,2.6,96.74,0.38
2014-05-13,3810.49,3806.89,3819.75,3788.46,35814980,31736406016.0,0.82,-0.15,-5.87,0.32
2014-05-14,3805.15,3803.8,3816.41,3796.11,28307555,24921685248.0,0.53,-0.08,-3.09,0.25
2014-05-15,3797.12,3732.34,3799.08,3728.32,30771182,27786830336.0,1.86,-1.88,-71.46,0.28
2014-05-16,3722.56,3726.66,3733.28,3685.07,26713346,23727981056.0,1.29,-0.15,-5.68,0.24
2014-05-19,3722.39,3705.36,3722.39,3679.64,24203591,21748598272.0,1.15,-0.57,-21.3,0.22
2014-05-20,3720.23,3715.71,3748.75,3708.14,24846022,23170288128.0,1.1,0.28,10.35,0.22
2014-05-21,3708.12,3747.33,3747.55,3680.89,24046891,21705643008.0,1.79,0.85,31.62,0.21
2014-05-22,3748.93,3746.14,3788.06,3744.6,30960985,28187212032.0,1.16,-0.03,-1.19,0.28
2014-05-23,3742.99,3786.56,3786.56,3742.98,28877233,26927287040.0,1.16,1.08,40.42,0.26
2014-05-26,3798.73,3827.49,3827.59,3798.73,33396372,33591791360.0,0.76,1.08,40.93,0.3
2014-05-27,3825.37,3818.32,3834.42,3812.89,32742760,31962326272.0,0.56,-0.24,-9.17,0.29
2014-05-28,3818.35,3861.59,3862.1,3813.0,36774765,35782559744.0,1.29,1.13,43.27,0.33
2014-05-29,3862.3,3821.87,3874.1,3821.42,37364674,37967022080.0,1.36,-1.03,-39.72,0.33
2014-05-30,3818.47,3829.24,3840.86,3798.81,34479814,33847053056.0,1.1,0.19,7.37,0.31
2014-06-03,3833.12,3822.72,3845.48,3821.43,30154991,29295593728.0,0.63,-0.17,-6.52,0.27
2014-06-04,3820.5,3789.29,3820.76,3760.29,30240407,28984446720.0,1.58,-0.87,-33.43,0.27
2014-06-05,3783.88,3832.06,3832.38,3779.99,29580727,28079556608.0,1.38,1.13,42.77,0.26
2014-06-06,3833.38,3818.33,3837.4,3800.09,29926322,28796450048.0,0.97,-0.36,-13.73,0.27
2014-06-09,3809.59,3797.43,3830.6,3795.17,26819523,26434007552.0,0.93,-0.55,-20.9,0.24
2014-06-10,3801.51,3840.02,3840.24,3784.05,30297387,30344459264.0,1.48,1.12,42.59,0.27
2014-06-11,3838.67,3858.05,3859.03,3832.53,31915295,32291652096.0,0.69,0.47,18.03,0.29
2014-06-12,3851.23,3850.11,3857.91,3832.94,35134918,34175926784.0,0.65,-0.21,-7.94,0.31
