date,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2014-02-24,1492.29,1468.06,1492.29,1458.17,28884800,22811561984.0,2.27,-2.48,-37.27,0.17
2014-02-25,1469.26,1440.89,1475.97,1437.01,26171360,22308815360.0,2.65,-1.85,-27.17,0.16
2014-02-26,1434.86,1444.2,1447.17,1429.61,23252527,19672046592.0,1.22,0.23,3.31,0.14
2014-02-27,1449.14,1452.46,1462.13,1437.64,32468581,25154586112.0,1.7,0.57,8.26,0.19
2014-02-28,1447.77,1464.32,1467.1,1437.31,25940215,21777495040.0,2.05,0.82,11.86,0.16
2014-03-03,1459.86,1462.69,1467.71,1452.14,29839841,22043608064.0,1.06,-0.11,-1.63,0.18
2014-03-04,1458.68,1464.28,1468.46,1448.69,26258047,20645991424.0,1.35,0.11,1.59,0.16
2014-03-05,1466.01,1448.33,1466.96,1445.67,20358460,16407800320.0,1.45,-1.09,-15.95,0.12
2014-03-06,1446.57,1459.51,1466.03,1435.94,25216212,19849497856.0,2.08,0.77,11.18,0.15
2014-03-07,1456.09,1455.59,1472.08,1451.71,23460842,19311779584.0,1.4,-0.27,-3.92,0.14
2014-03-10,1442.98,1408.87,1442.99,1407.49,25305103,20564351232.0,2.44,-3.21,-46.72,0.15
2014-03-11,1406.07,1412.73,1420.9,1403.31,18897920,14949200128.0,1.25,0.27,3.86,0.11
2014-03-12,1408.05,1418.7,1429.3,1403.28,22718450,16999076608.0,1.84,0.42,5.97,0.14
2014-03-13,1425.84,1437.39,1451.29,1421.69,26479447,19466828288.0,2.09,1.32,18.69,0.16
2014-03-14,1429.78,1426.4,1438.67,1416.68,19666093,14894275584.0,1.53,-0.76,-10.99,0.12
2014-03-17,1435.27,1434.16,1438.37,1421.42,14989974,11873903872.0,1.19,0.54,7.76,0.09
2014-03-18,1437.54,1427.63,1438.93,1425.74,18024432,14749557760.0,0.92,-0.46,-6.53,0.11
2014-03-19,1422.34,1418.71,1422.34,1406.55,16022532,13196147456.0,1.11,-0.62,-8.92,0.1
2014-03-20,1415.67,1406.92,1432.51,1406.26,20559043,16267191296.0,1.85,-0.83,-11.79,0.12
2014-03-21,1402.81,1464.08,1468.94,1402.18,43418381,32837581824.0,4.75,4.06,57.16,0.26
2014-03-24,1468.81,1477.53,1486.85,1462.18,41906670,31557460224.0,1.69,0.92,13.45,0.25
2014-03-25,1473.18,1470.12,1483.32,1464.54,25581277,19916358400.0,1.27,-0.5,-7.41,0.15
2014-03-26,1476.25,1467.08,1480.14,1462.57,19912065,16476751872.0,1.2,-0.21,-3.04,0.12
2014-03-27,1464.17,1464.53,1486.37,1450.45,25860585,20938775552.0,2.45,-0.17,-2.55,0.16
2014-03-28,1465.03,1472.05,1483.59,1463.53,26014582,21086720768.0,1.37,0.51,7.52,0.16
2014-03-31,1473.15,1465.78,1477.88,1457.83,19574163,15668132864.0,1.36,-0.43,-6.27,0.12
2014-04-01,1463.71,1473.14,1481.01,1461.18,16689133,14339245056.0,1.35,0.5,7.36,0.1
2014-04-02,1475.94,1491.3,1492.75,1473.83,23380826,19756264192.0,1.28,1.23,18.16,0.14
2014-04-03,1498.11,1477.49,1504.54,1476.02,25966371,20125065472.0,1.91,-0.93,-13.81,0.16
2014-04-04,1471.49,1490.33,1491.05,1469.7,15880614,13761937408.0,1.45,0.87,12.84,0.1
2014-04-08,1488.65,1534.75,1543.41,1488.06,43360179,37002100480.0,3.71,2.98,44.42,0.26
2014-04-09,1535.21,1530.88,1539.74,1525.1,24623137,20749593600.0,0.95,-0.25,-3.87,0.15
2014-04-10,1532.22,1570.4,1587.62,1522.49,48526797,46319213312.0,4.25,2.58,39.52,0.29
2014-04-11,1568.24,1565.31,1576.94,1557.51,37400535,37100316160.0,1.24,-0.32,-5.09,0.22
2014-04-14,1562.19,1557.7,1568.53,1547.86,21017960,20117747456.0,1.32,-0.49,-7.61,0.13
2014-04-15,1550.43,1523.22,1550.53,1521.0,24074616,21540867072.0,1.9,-2.21,-34.48,0.14
2014-04-16,1519.24,1527.05,1536.93,1518.43,19120480,17020164096.0,1.21,0.25,3.83,0.11
2014-04-17,1533.07,1520.56,1534.6,1517.05,16258763,14751820032.0,1.15,-0.43,-6.49,0.1
2014-04-18,1513.68,1521.28,1524.73,1503.64,19374806,15925225472.0,1.39,0.05,0.72,0.12
2014-04-21,1510.18,1493.76,1526.02,1493.25,18973489,16325222656.0,2.15,-1.81,-27.52,0.11
2014-04-22,1492.08,1509.55,1510.87,1487.77,20505337,16807135744.0,1.55,1.06,15.79,0.12
2014-04-23,1504.54,1507.04,1514.73,1502.64,18647888,15525374720.0,0.8,-0.17,-2.51,0.11
2014-04-24,1506.59,1510.29,1523.25,1504.19,15914943,13933208832.0,1.26,0.22,3.25,0.1
2014-04-25,1516.69,1501.05,1522.24,1500.6,24027518,21443577088.0,1.43,-0.61,-9.24,0.14
2014-04-28,1499.69,1483.78,1505.11,1481.71,19552668,15855693824.0,1.56,-1.15,-17.27,0.12
2014-04-29,1484.01,1496.01,1497.67,1478.51,18788963,15082849280.0,1.29,0.82,12.23,0.11
2014-04-30,1499.12,1494.81,1500.35,1491.44,18873917,15366188288.0,0.6,-0.08,-1.2,0.11
2014-05-05,1490.1,1487.53,1493.85,1473.03,19579225,15739614976.0,1.39,-0.49,-7.28,0.12
2014-05-06,1484.01,1485.25,1497.71,1480.67,17532245,13174292480.0,1.15,-0.15,-2.28,0.11
2014-05-07,1481.94,1476.18,1485.49,1475.31,15912907,12543492608.0,0.69,-0.61,-9.07,0.1
2014-05-08,1474.73,1478.72,1499.74,1471.65,17262686,13834791424.0,1.9,0.17,2.54,0.1
2014-05-09,1482.32,1480.74,1486.89,1474.52,15391907,11997925376.0,0.84,0.14,2.02,0.09
2014-05-12,1492.63,1508.39,1513.12,1483.46,28201708,23348128000.0,2.0,1.87,27.65,0.17
2014-05-13,1507.0,1503.52,1510.89,1498.4,20104583,15024360704.0,0.83,-0.32,-4.87,0.12
2014-05-14,1504.42,1500.83,1510.33,1498.61,15282141,12708516352.0,0.78,-0.18,-2.69,0.09
2014-05-15,1499.22,1488.77,1503.09,1487.1,16133879,12377968640.0,1.07,-0.8,-12.06,0.1
2014-05-16,1489.5,1487.74,1493.19,1480.83,13466178,10809717504.0,0.83,-0.07,-1.03,0.08
2014-05-19,1482.04,1459.21,1482.17,1454.41,15755377,13840927232.0,1.87,-1.92,-28.53,0.09
2014-05-20,1466.05,1460.82,1468.9,1456.44,12435341,9705725184.0,0.85,0.11,1.61,0.07
2014-05-21,1454.49,1474.14,1474.94,1447.94,11916952,9741078272.0,1.85,0.91,13.32,0.07
2014-05-22,1472.34,1471.55,1493.18,1469.42,15512533,12292643072.0,1.61,-0.18,-2.59,0.09
2014-05-23,1472.41,1484.38,1484.59,1471.23,11885465,9189448960.0,0.91,0.87,12.83,0.07
2014-05-26,1493.34,1486.05,1495.78,1480.69,12091190,10089718784.0,1.02,0.11,1.67,0.07
2014-05-27,1484.82,1479.73,1488.67,1478.31,12501447,10228019200.0,0.7,-0.43,-6.32,0.07
2014-05-28,1479.5,1491.76,1493.15,1474.85,15571024,13080297728.0,1.24,0.81,12.03,0.09
2014-05-29,1492.66,1484.31,1497.68,1483.81,14290967,11642161920.0,0.93,-0.5,-7.45,0.09
2014-05-30,1485.1,1482.1,1490.06,1478.0,13602374,11251417856.0,0.81,-0.15,-2.21,0.08
2014-06-03,1482.44,1477.52,1491.04,1476.74,13040820,12319185664.0,0.96,-0.31,-4.58,0.08
2014-06-04,1478.2,1466.39,1478.44,1459.53,13653074,11224455168.0,1.28,-0.75,-11.13,0.08
2014-06-05,1465.54,1484.24,1484.71,1463.04,12765741,11182243328.0,1.48,1.22,17.85,0.08
2014-06-06,1484.52,1472.27,1484.52,1464.53,12020464,10443219200.0,1.35,-0.81,-11.97,0.07
2014-06-09,1466.64,1475.35,1489.77,1466.15,13456800,11368084736.0,1.6,0.21,3.08,0.08
2014-06-10,1479.87,1493.53,1493.94,1474.2,18966584,15413087232.0,1.34,1.23,18.18,0.11
2014-06-11,1489.37,1488.76,1493.13,1483.51,12992231,10846560512.0,0.64,-0.32,-4.77,0.08
2014-06-12,1486.89,1483.86,1490.01,1481.83,14076433,11571738624.0,0.55,-0.33,-4.9,0.08
2014-06-13,1483.58,1502.96,1509.02,1483.44,21900084,17815226880.0,1.72,1.29,19.1,0.13
2014-06-16,1503.66,1518.71,1521.96,1501.34,24038815,19506128896.0,1.37,1.05,15.75,0.14
2014-06-17,1512.46,1501.94,1512.46,1500.33,16461471,13288101376.0,0.8,-1.1,-16.77,0.1
2014-06-18,1501.19,1495.43,1504.5,1493.72,15523856,11366952960.0,0.72,-0.43,-6.51,0.09
2014-06-19,1496.66,1478.04,1500.99,1473.67,16938157,12864044032.0,1.83,-1.16,-17.39,0.1
2014-06-20,1475.94,1484.48,1485.17,1474.44,13385161,10246268928.0,0.73,0.44,6.44,0.08
2014-06-23,1483.66,1475.76,1489.31,1474.93,13056322,10788395776.0,0.97,-0.59,-8.72,0.08
2014-06-24,1471.73,1480.13,1481.15,1470.59,12659980,11514294784.0,0.72,0.3,4.37,0.08
2014-06-25,1477.09,1469.95,1477.09,1466.4,11714189,9708435968.0,0.72,-0.69,-10.18,0.07
2014-06-26,1471.65,1478.01,1480.83,1471.61,13039322,10482481152.0,0.63,0.55,8.06,0.08
2014-06-27,1475.72,1473.76,1480.82,1468.21,16320840,12539813376.0,0.85,-0.29,-4.25,0.1
2014-06-30,1475.72,1482.41,1486.96,1475.72,16568445,12463749120.0,0.76,0.59,8.65,0.1
2014-07-01,1486.79,1481.66,1488.14,1476.39,15197377,12092970240.0,0.79,-0.05,-0.75,0.09
2014-07-02,1481.33,1484.84,1486.41,1476.58,16722725,12763370496.0,0.66,0.21,3.18,0.1
2014-07-03,1481.85,1489.55,1492.1,1479.06,17188506,14181953536.0,0.88,0.32,4.71,0.1
2014-07-04,1489.82,1492.46,1495.04,1489.47,15844620,13140630528.0,0.37,0.2,2.91,0.1
2014-07-07,1493.07,1492.84,1497.72,1488.51,15969802,12747494400.0,0.62,0.03,0.38,0.1
2014-07-08,1491.72,1491.96,1493.84,1484.13,13725069,11176911616.0,0.65,-0.06,-0.88,0.08
2014-07-09,1490.95,1475.14,1491.97,1474.87,18727134,15207187200.0,1.15,-1.13,-16.82,0.11
2014-07-10,1475.18,1471.17,1478.71,1468.73,16574428,14297127680.0,0.68,-0.27,-3.97,0.1
2014-07-11,1462.35,1468.54,1474.07,1460.91,18217829,13681861632.0,0.89,-0.18,-2.63,0.11
2014-07-14,1468.69,1482.78,1483.0,1466.41,19829693,16221218816.0,1.13,0.97,14.24,0.12
2014-07-15,1481.11,1484.66,1487.2,1478.44,21572336,17092242176.0,0.59,0.13,1.88,0.13
2014-07-16,1482.33,1483.18,1490.19,1480.6,24542177,16379261184.0,0.65,-0.1,-1.48,0.15
2014-07-17,1479.12,1473.67,1479.29,1468.38,16484741,12060796672.0,0.74,-0.64,-9.51,0.1
2014-07-18,1466.58,1478.76,1486.27,1464.75,20901979,16658051584.0,1.46,0.35,5.09,0.13
2014-07-21,1478.73,1479.84,1483.62,1474.8,16760296,13495893248.0,0.6,0.07,1.08,0.1
2014-07-22,1476.23,1495.93,1500.5,1475.6,24840828,20987975168.0,1.68,1.09,16.09,0.15
2014-07-23,1495.25,1506.76,1512.37,1494.93,28578207,23121666048.0,1.17,0.72,10.83,0.17
2014-07-24,1508.98,1541.9,1546.19,1508.98,44311526,36993260032.0,2.47,2.33,35.14,0.27
2014-07-25,1546.52,1557.02,1557.58,1541.3,31206104,26399690496.0,1.06,0.98,15.12,0.19
2014-07-28,1566.33,1609.48,1617.48,1566.33,66664105,54095577344.0,3.29,3.37,52.46,0.4
2014-07-29,1610.91,1611.85,1621.06,1601.98,46806231,36657613056.0,1.19,0.15,2.37,0.28
2014-07-30,1606.72,1601.38,1619.18,1598.26,44338156,35516314112.0,1.3,-0.65,-10.47,0.27
2014-07-31,1602.67,1621.85,1622.65,1597.27,34743916,28975720704.0,1.58,1.28,20.47,0.21
2014-08-01,1616.79,1607.97,1639.32,1607.57,44267505,35658695168.0,1.96,-0.86,-13.88,0.27
2014-08-04,1614.9,1644.63,1644.96,1608.31,44540974,36872030720.0,2.28,2.28,36.66,0.27
2014-08-05,1644.23,1632.41,1646.32,1622.03,33190832,29948610560.0,1.48,-0.74,-12.22,0.2
2014-08-06,1624.03,1619.01,1626.92,1602.99,32836371,27780976128.0,1.47,-0.82,-13.4,0.2
2014-08-07,1619.2,1593.42,1623.0,1592.04,35582567,28660173312.0,1.91,-1.58,-25.59,0.21
2014-08-08,1595.19,1595.66,1600.8,1586.09,28411625,22069255936.0,0.92,0.14,2.24,0.17
2014-08-11,1601.31,1619.25,1621.71,1600.68,27728836,23717733120.0,1.32,1.48,23.59,0.17
2014-08-12,1615.14,1607.91,1615.14,1601.56,24999882,20576192512.0,0.84,-0.7,-11.34,0.15
2014-08-13,1609.46,1610.14,1619.19,1596.22,30104195,26196689664.0,1.43,0.14,2.23,0.18
2014-08-14,1610.39,1596.84,1614.58,1595.17,27945673,24423352576.0,1.21,-0.83,-13.3,0.17
2014-08-15,1598.52,1612.0,1615.88,1593.22,27406589,23080900352.0,1.42,0.95,15.16,0.16
2014-08-18,1614.23,1613.13,1623.9,1607.44,26290498,22159584256.0,1.02,0.07,1.13,0.16
2014-08-19,1614.39,1609.09,1615.21,1598.06,28400783,23477892352.0,1.06,-0.25,-4.04,0.17
2014-08-20,1605.5,1600.34,1605.51,1596.96,24108183,20507289600.0,0.53,-0.54,-8.75,0.14
2014-08-21,1599.55,1587.03,1600.28,1576.32,27277975,23060488448.0,1.5,-0.83,-13.31,0.16
2014-08-22,1585.11,1594.18,1596.29,1583.61,23953436,20986328064.0,0.8,0.45,7.15,0.14
2014-08-25,1594.71,1577.43,1595.44,1575.71,26501265,21554358016.0,1.24,-1.05,-16.75,0.16
2014-08-26,1575.78,1573.39,1584.15,1568.74,23621600,19028582144.0,0.98,-0.26,-4.04,0.14
2014-08-27,1573.52,1572.79,1578.69,1569.98,16419321,13722562816.0,0.55,-0.04,-0.6,0.1
2014-08-28,1573.53,1563.89,1580.68,1563.4,20790154,16852585728.0,1.1,-0.57,-8.9,0.12
2014-08-29,1570.4,1581.28,1582.28,1565.52,22012801,17462201088.0,1.07,1.11,17.39,0.13
2014-09-01,1582.02,1586.02,1587.39,1576.22,22132871,18124123648.0,0.71,0.3,4.74,0.13
2014-09-02,1588.62,1607.5,1609.01,1581.14,34680710,28808547328.0,1.76,1.35,21.48,0.21
2014-09-03,1609.3,1624.03,1628.19,1608.95,38409635,33103655936.0,1.2,1.03,16.53,0.23
2014-09-04,1626.91,1637.29,1638.89,1621.24,32700249,28545182976.0,1.09,0.82,13.26,0.2
2014-09-05,1643.28,1656.24,1657.61,1641.11,41870437,36013748736.0,1.01,1.16,18.95,0.25
2014-09-09,1657.61,1645.11,1660.01,1642.44,30664280,27041968896.0,1.06,-0.67,-11.13,0.18
2014-09-10,1637.49,1629.99,1637.49,1626.11,29300722,24683559936.0,0.69,-0.92,-15.12,0.18
2014-09-11,1627.96,1622.82,1648.96,1619.48,36456713,33609244672.0,1.81,-0.44,-7.17,0.22
2014-09-12,1619.05,1630.2,1630.28,1614.54,28468770,24364635392.0,0.97,0.45,7.38,0.17
2014-09-15,1625.87,1624.07,1626.05,1614.23,34391188,28756367616.0,0.73,-0.38,-6.13,0.21
2014-09-16,1626.39,1600.92,1629.69,1598.86,50454136,39294278144.0,1.9,-1.43,-23.15,0.3
2014-09-17,1607.16,1604.92,1609.53,1596.54,29895640,23326661120.0,0.81,0.25,4.0,0.18
2014-09-18,1601.5,1609.87,1616.48,1596.72,33474019,25958506240.0,1.23,0.31,4.95,0.2
2014-09-19,1609.86,1619.58,1623.24,1604.71,30389533,25046546944.0,1.15,0.6,9.71,0.18
2014-09-22,1613.81,1583.89,1613.81,1580.97,29978969,25176978432.0,2.03,-2.2,-35.69,0.18
2014-09-23,1584.29,1595.64,1598.65,1584.16,24024639,20029029888.0,0.91,0.74,11.75,0.14
2014-09-24,1589.35,1625.73,1628.51,1586.7,45332703,37531696128.0,2.62,1.89,30.09,0.27
2014-09-25,1633.45,1618.52,1636.22,1613.53,37502535,31258606592.0,1.4,-0.44,-7.21,0.22
2014-09-26,1613.91,1616.09,1618.32,1605.53,26200041,21829404672.0,0.79,-0.15,-2.43,0.16
2014-09-29,1621.09,1621.82,1627.19,1613.79,39204922,31063743232.0,0.83,0.35,5.73,0.24
2014-09-30,1623.04,1619.7,1625.01,1615.07,33379744,27047088384.0,0.61,-0.13,-2.12,0.2
2014-10-08,1625.26,1633.57,1633.62,1614.5,38780252,31913906944.0,1.18,0.86,13.87,0.23
2014-10-09,1633.54,1634.04,1639.17,1624.22,40357232,31587788800.0,0.92,0.03,0.47,0.24
2014-10-10,1626.58,1621.71,1630.37,1616.67,36843147,29403106304.0,0.84,-0.75,-12.33,0.22
2014-10-13,1614.2,1605.99,1614.2,1593.66,33876188,29953867008.0,1.27,-0.97,-15.72,0.2
2014-10-14,1603.35,1600.3,1614.98,1595.25,33006893,26502017024.0,1.23,-0.35,-5.69,0.2
2014-10-15,1599.9,1612.77,1615.31,1593.39,34583317,28994513152.0,1.37,0.78,12.47,0.21
2014-10-16,1602.38,1608.74,1629.09,1599.16,49694490,38081585664.0,1.86,-0.25,-4.03,0.3
2014-10-17,1608.98,1608.52,1616.37,1592.7,43252613,32562329344.0,1.47,-0.01,-0.22,0.26
2014-10-20,1613.8,1612.4,1615.39,1606.12,28673982,23650042368.0,0.58,0.24,3.88,0.17
2014-10-21,1612.1,1600.84,1615.29,1599.86,30366662,24672948992.0,0.96,-0.72,-11.56,0.18
2014-10-22,1602.45,1597.13,1612.75,1596.14,29282308,24535085568.0,1.04,-0.23,-3.71,0.18
2014-10-23,1595.82,1586.56,1604.5,1584.62,33975769,27763340800.0,1.24,-0.66,-10.57,0.2
2014-10-24,1587.91,1583.42,1592.32,1580.71,26883452,21389606912.0,0.73,-0.2,-3.14,0.16
2014-10-27,1572.89,1559.91,1572.89,1556.55,24731600,20758504192.0,1.03,-1.48,-23.51,0.15
2014-10-28,1562.75,1585.74,1586.3,1562.75,27577348,23944373760.0,1.51,1.66,25.83,0.17
2014-10-29,1591.28,1608.4,1616.06,1586.17,40004849,35115219200.0,1.88,1.43,22.66,0.24
2014-10-30,1607.48,1619.1,1623.74,1602.55,50078057,37291536640.0,1.32,0.67,10.7,0.3
2014-10-31,1623.65,1657.29,1665.47,1623.32,83294948,64192781824.0,2.6,2.36,38.19,0.5
2014-11-03,1662.75,1651.05,1664.43,1646.43,58947423,44596855296.0,1.09,-0.38,-6.24,0.35
2014-11-04,1648.11,1645.62,1650.81,1639.68,58389294,42172882176.0,0.67,-0.33,-5.43,0.35
2014-11-05,1645.29,1637.63,1647.67,1632.72,51813330,40481738496.0,0.91,-0.49,-7.99,0.31
2014-11-06,1639.93,1635.96,1643.19,1625.99,40193346,31307979008.0,1.05,-0.1,-1.67,0.24
2014-11-07,1637.14,1640.32,1667.7,1633.03,67293596,56121547520.0,2.12,0.27,4.36,0.4
2014-11-10,1671.23,1689.02,1689.05,1657.14,85562450,70480617472.0,1.95,2.97,48.7,0.51
2014-11-11,1701.22,1710.88,1740.92,1693.25,133757330,109118509056.0,2.82,1.29,21.86,0.8
2014-11-12,1699.2,1731.02,1731.33,1693.38,66017562,57117455104.0,2.22,1.18,20.14,0.4
2014-11-13,1734.17,1726.34,1750.84,1720.73,79968934,70957776896.0,1.74,-0.27,-4.68,0.48
2014-11-14,1719.58,1728.81,1729.72,1706.84,61248755,52718773248.0,1.33,0.14,2.47,0.37
2014-11-17,1758.99,1708.1,1758.99,1706.94,58158950,54484930816.0,3.01,-1.2,-20.71,0.35
2014-11-18,1709.14,1679.42,1709.28,1676.45,55117407,46146850048.0,1.92,-1.68,-28.68,0.33
2014-11-19,1675.84,1671.65,1681.97,1667.9,40782354,33697458432.0,0.84,-0.46,-7.77,0.24
2014-11-20,1667.14,1676.6,1683.61,1662.72,37440839,33122944768.0,1.25,0.3,4.95,0.22
2014-11-21,1676.4,1714.71,1717.31,1669.18,53649569,51298051840.0,2.87,2.27,38.11,0.32
2014-11-24,1729.27,1758.1,1772.89,1722.71,104986365,99577520128.0,2.93,2.53,43.39,0.63
2014-11-25,1757.68,1777.67,1780.56,1752.38,73081580,66089112832.0,1.6,1.11,19.57,0.44
2014-11-26,1786.93,1820.49,1821.1,1786.56,93444129,91991945216.0,1.94,2.41,42.82,0.56
2014-11-27,1834.25,1853.0,1853.42,1825.35,108472904,105235824640.0,1.54,1.79,32.51,0.65
2014-11-28,1853.55,1914.44,1915.81,1846.15,162358428,138763218944.0,3.76,3.32,61.44,0.97
2014-12-01,1936.81,1920.38,1968.91,1916.63,156151219,149741830144.0,2.73,0.31,5.94,0.94
2014-12-02,1910.37,2021.54,2040.47,1909.37,153263421,152003784704.0,6.83,5.27,101.16,0.92
2014-12-03,2031.13,2037.59,2107.68,1999.73,191690068,197794402304.0,5.34,0.79,16.05,1.15
2014-12-04,2043.47,2160.66,2161.39,2032.41,172271084,175808684032.0,6.33,6.04,123.07,1.03
2014-12-05,2201.82,2200.25,2259.51,2115.42,225317394,242331025408.0,6.67,1.83,39.59,1.35
2014-12-08,2187.5,2298.85,2317.56,2160.49,199081910,222491361280.0,7.14,4.48,98.6,1.19
2014-12-09,2283.16,2182.69,2402.13,2149.6,269266716,317688958976.0,10.99,-5.05,-116.16,1.62
2014-12-10,2198.84,2254.82,2263.99,2111.88,190027973,227855753216.0,6.97,3.3,72.13,1.14
2014-12-11,2211.54,2193.54,2269.49,2190.25,146047944,171891281920.0,3.51,-2.72,-61.28,0.88
2014-12-12,2186.74,2193.29,2250.57,2176.32,111528819,141197807616.0,3.38,-0.01,-0.25,0.67
2014-12-15,2170.28,2201.54,2208.66,2139.47,108687324,125771063296.0,3.15,0.38,8.25,0.65
2014-12-16,2205.88,2299.28,2299.38,2195.5,148175898,195129839616.0,4.72,4.44,97.74,0.89
2014-12-17,2326.85,2383.95,2392.57,2307.18,211362801,264170553344.0,3.71,3.68,84.67,1.27
2014-12-18,2389.84,2364.04,2413.68,2343.74,158621509,200428249088.0,2.93,-0.84,-19.91,0.95
2014-12-19,2366.45,2390.28,2408.48,2304.61,158438198,185889763328.0,4.39,1.11,26.24,0.95
2014-12-22,2393.04,2426.68,2479.11,2375.91,218155712,229127630848.0,4.32,1.52,36.4,1.31
2014-12-23,2392.61,2374.95,2462.07,2360.72,135946501,160752693248.0,4.18,-2.13,-51.73,0.82
2014-12-24,2381.41,2270.88,2388.41,2238.65,123596997,151833526272.0,6.31,-4.38,-104.07,0.74
2014-12-25,2295.22,2359.66,2360.22,2263.42,121259722,147772563456.0,4.26,3.91,88.78,0.73
2014-12-26,2365.03,2464.82,2471.05,2357.67,152092874,198030704640.0,4.8,4.46,105.16,0.91
2014-12-29,2533.99,2481.66,2557.38,2437.75,184581670,243610206208.0,4.85,0.68,16.84,1.11
2014-12-30,2481.08,2523.63,2550.47,2464.43,149464003,194964901888.0,3.47,1.69,41.97,0.9
2014-12-31,2529.58,2581.57,2590.09,2507.94,154675809,193680175104.0,3.26,2.3,57.94,0.93
2015-01-05,2612.85,2649.64,2678.44,2583.55,182425567,229763604480.0,3.68,2.64,68.07,1.09
2015-01-06,2616.29,2629.4,2691.49,2591.83,173439992,220601815040.0,3.76,-0.76,-20.24,1.04
2015-01-07,2608.88,2635.23,2668.84,2598.89,128317719,178386104320.0,2.66,0.22,5.83,0.77
2015-01-08,2647.82,2558.11,2656.75,2551.82,118367916,157065781248.0,3.98,-2.93,-77.12,0.71
2015-01-09,2554.29,2569.02,2692.61,2540.34,156209510,211005825024.0,5.95,0.43,10.91,0.94
2015-01-12,2565.74,2543.85,2596.27,2499.87,119183585,167990427648.0,3.75,-0.98,-25.17,0.71
2015-01-13,2537.98,2527.83,2567.62,2512.86,77079081,113495932928.0,2.15,-0.63,-16.02,0.46
2015-01-14,2539.25,2534.23,2569.45,2508.66,84122309,114229284864.0,2.4,0.25,6.4,0.5
