date,open,close,high,low,volume,成交额,振幅,涨跌幅,涨跌额,换手率
2014-02-07,1605.17,1619.0,1619.43,1597.37,7611794,5372430336.0,1.37,0.36,5.85,0.05
2014-02-10,1623.46,1655.45,1657.87,1623.46,13670976,9572018176.0,2.13,2.25,36.45,0.09
2014-02-11,1652.65,1670.88,1677.06,1650.6,24026887,15982171392.0,1.6,0.93,15.43,0.16
2014-02-12,1670.89,1676.3,1677.87,1667.73,17700669,11403501056.0,0.61,0.32,5.42,0.12
2014-02-13,1676.16,1675.54,1690.65,1668.47,26787278,17357266176.0,1.32,-0.05,-0.76,0.18
2014-02-14,1674.89,1687.16,1690.5,1670.72,15003146,9636827904.0,1.18,0.69,11.62,0.1
2014-02-17,1693.93,1693.6,1696.98,1679.77,18256591,12493964288.0,1.02,0.38,6.44,0.12
2014-02-18,1690.59,1675.45,1690.59,1671.95,17297806,12406702848.0,1.1,-1.07,-18.15,0.12
2014-02-19,1674.38,1695.48,1705.03,1670.86,25339334,16420773632.0,2.04,1.2,20.03,0.17
2014-02-20,1704.2,1696.83,1723.53,1694.26,25504689,16461614080.0,1.73,0.08,1.35,0.17
2014-02-21,1693.8,1677.23,1694.14,1664.83,17689760,11609102336.0,1.73,-1.16,-19.6,0.12
2014-02-24,1668.5,1651.0,1668.5,1637.99,18719281,12704229376.0,1.82,-1.56,-26.23,0.13
2014-02-25,1654.49,1616.66,1662.45,1607.94,17632277,12289745152.0,3.3,-2.08,-34.34,0.12
2014-02-26,1610.04,1620.32,1626.17,1601.94,14308811,9690743040.0,1.5,0.23,3.66,0.1
2014-02-27,1622.26,1637.8,1649.88,1617.5,22839524,14753603584.0,2.0,1.08,17.48,0.15
2014-02-28,1633.25,1637.05,1639.28,1610.22,16934379,11216690944.0,1.77,-0.05,-0.75,0.11
2014-03-03,1633.17,1648.47,1652.84,1626.97,18730200,11398312448.0,1.58,0.7,11.42,0.13
2014-03-04,1640.33,1639.8,1643.86,1622.76,15788273,10387402496.0,1.28,-0.53,-8.67,0.11
2014-03-05,1642.46,1625.78,1644.64,1622.83,13699313,8806107904.0,1.33,-0.85,-14.02,0.09
2014-03-06,1622.54,1629.35,1635.55,1608.01,15856612,9613446912.0,1.69,0.22,3.57,0.11
2014-03-07,1630.81,1624.52,1641.46,1619.71,15446823,9757004288.0,1.33,-0.3,-4.83,0.1
2014-03-10,1612.96,1574.93,1612.96,1571.86,17205945,10812958976.0,2.53,-3.05,-49.59,0.12
2014-03-11,1571.35,1576.07,1583.38,1563.46,12771055,7998684928.0,1.26,0.07,1.14,0.09
2014-03-12,1573.02,1576.37,1587.87,1560.54,15893207,9683567872.0,1.73,0.02,0.3,0.11
2014-03-13,1579.4,1601.14,1608.05,1579.4,21193814,11709595136.0,1.82,1.57,24.77,0.14
2014-03-14,1594.58,1596.36,1604.21,1583.85,16184802,9748418048.0,1.27,-0.3,-4.78,0.11
2014-03-17,1599.15,1612.18,1612.82,1589.85,12730425,7218297344.0,1.44,0.99,15.82,0.09
2014-03-18,1615.34,1613.49,1622.55,1609.46,13463358,9003125248.0,0.81,0.08,1.31,0.09
2014-03-19,1608.93,1607.15,1608.93,1590.01,11755077,7830836992.0,1.17,-0.39,-6.34,0.08
2014-03-20,1604.42,1580.54,1616.38,1579.91,15010739,9457953536.0,2.27,-1.66,-26.61,0.1
2014-03-21,1576.79,1623.52,1625.36,1572.03,32041070,20670855680.0,3.37,2.72,42.98,0.22
2014-03-24,1624.36,1638.54,1646.2,1619.96,28123917,18725170432.0,1.62,0.93,15.02,0.19
2014-03-25,1636.91,1636.88,1651.09,1630.53,18890998,11837084160.0,1.25,-0.1,-1.66,0.13
2014-03-26,1640.04,1635.02,1644.36,1629.87,14267270,9141291264.0,0.89,-0.11,-1.86,0.1
2014-03-27,1632.14,1623.39,1645.51,1617.15,19704489,13322980352.0,1.73,-0.71,-11.63,0.13
2014-03-28,1623.27,1620.39,1634.56,1614.73,18832813,12304273152.0,1.22,-0.18,-3.0,0.13
2014-03-31,1621.34,1616.13,1626.97,1607.87,14789354,9185530624.0,1.18,-0.26,-4.26,0.1
2014-04-01,1613.92,1627.02,1629.13,1611.71,11502198,7609612800.0,1.08,0.67,10.89,0.08
2014-04-02,1629.27,1638.8,1640.32,1627.17,15105936,9754735872.0,0.81,0.72,11.78,0.1
2014-04-03,1642.5,1620.3,1644.18,1614.96,17250523,10344734208.0,1.78,-1.13,-18.5,0.12
2014-04-04,1614.91,1630.33,1631.19,1611.84,10011753,6555557376.0,1.19,0.62,10.03,0.07
2014-04-08,1628.18,1661.93,1668.84,1625.82,31216494,22287885312.0,2.64,1.94,31.6,0.21
2014-04-09,1666.6,1668.43,1672.84,1660.65,16372549,11295137536.0,0.73,0.39,6.5,0.11
2014-04-10,1669.52,1691.91,1702.35,1661.1,29723713,22169977600.0,2.47,1.41,23.48,0.2
2014-04-11,1687.9,1692.01,1697.5,1681.76,25009467,19139009280.0,0.93,0.01,0.1,0.17
2014-04-14,1689.65,1688.05,1695.64,1676.38,14380639,10519426816.0,1.14,-0.23,-3.96,0.1
2014-04-15,1683.17,1660.56,1683.21,1658.67,15356470,11344960768.0,1.45,-1.63,-27.49,0.1
2014-04-16,1657.54,1663.27,1668.47,1653.22,11275447,8065256704.0,0.92,0.16,2.71,0.08
2014-04-17,1666.12,1659.27,1667.72,1656.37,10533639,7738379008.0,0.68,-0.24,-4.0,0.07
2014-04-18,1653.37,1659.49,1661.19,1644.73,11573778,8282872832.0,0.99,0.01,0.22,0.08
2014-04-21,1649.28,1633.69,1660.7,1632.84,11856056,8494766592.0,1.68,-1.55,-25.8,0.08
2014-04-22,1631.59,1641.55,1643.17,1621.67,13092331,9396546048.0,1.32,0.48,7.86,0.09
2014-04-23,1637.58,1639.48,1645.99,1633.7,12225193,8977113600.0,0.75,-0.13,-2.07,0.08
2014-04-24,1637.07,1637.21,1648.88,1633.47,9903784,6898368768.0,0.94,-0.14,-2.27,0.07
2014-04-25,1637.99,1622.73,1643.89,1621.45,14228499,9710519040.0,1.37,-0.88,-14.48,0.1
2014-04-28,1622.38,1605.99,1625.82,1602.69,13830237,9123941376.0,1.43,-1.03,-16.74,0.09
2014-04-29,1604.16,1620.61,1621.97,1599.91,12453350,7909929472.0,1.37,0.91,14.62,0.08
2014-04-30,1622.28,1625.12,1631.05,1618.67,11401300,7661001216.0,0.76,0.28,4.51,0.08
2014-05-05,1621.89,1625.37,1627.0,1607.77,12318361,7878731776.0,1.18,0.02,0.25,0.08
2014-05-06,1623.25,1628.06,1634.47,1621.23,9078237,5863438336.0,0.81,0.17,2.69,0.06
2014-05-07,1625.03,1613.82,1626.14,1612.59,9878291,6582421760.0,0.83,-0.87,-14.24,0.07
2014-05-08,1610.85,1613.3,1633.61,1608.83,10953127,7500318976.0,1.54,-0.03,-0.52,0.07
2014-05-09,1615.92,1607.82,1616.76,1602.03,9668740,6445393920.0,0.91,-0.34,-5.48,0.07
2014-05-12,1617.23,1642.81,1644.34,1612.19,17350437,12075325696.0,2.0,2.18,34.99,0.12
2014-05-13,1642.91,1636.62,1644.83,1630.66,11408286,7833013248.0,0.86,-0.38,-6.19,0.08
2014-05-14,1632.9,1632.87,1639.11,1627.42,9578450,6868722176.0,0.71,-0.23,-3.75,0.06
2014-05-15,1629.93,1618.26,1632.9,1616.55,9377592,6481966080.0,1.0,-0.89,-14.61,0.06
2014-05-16,1617.57,1619.63,1621.9,1606.75,10136852,6773999616.0,0.94,0.08,1.37,0.07
2014-05-19,1615.54,1603.6,1615.54,1594.8,11657083,7935539712.0,1.28,-0.99,-16.03,0.08
2014-05-20,1607.84,1603.63,1614.7,1601.06,8703902,5317417728.0,0.85,0.0,0.03,0.06
2014-05-21,1598.45,1620.09,1620.96,1591.88,8941925,5804172544.0,1.81,1.03,16.46,0.06
2014-05-22,1618.51,1613.72,1631.9,1611.62,10382230,7253702400.0,1.25,-0.39,-6.37,0.07
2014-05-23,1608.15,1618.43,1618.43,1604.4,7300729,5245992448.0,0.87,0.29,4.71,0.05
2014-05-26,1625.98,1626.54,1629.98,1621.82,8429951,6146622720.0,0.5,0.5,8.11,0.06
2014-05-27,1625.97,1623.93,1632.47,1622.34,9364627,6469292032.0,0.62,-0.16,-2.61,0.06
2014-05-28,1623.38,1634.43,1636.92,1620.19,10680178,7640607488.0,1.03,0.65,10.5,0.07
2014-05-29,1635.39,1621.2,1637.36,1619.75,9638035,6686800896.0,1.08,-0.81,-13.23,0.07
2014-05-30,1620.84,1619.14,1625.79,1612.31,9284539,6348312832.0,0.83,-0.13,-2.06,0.06
2014-06-03,1618.68,1616.39,1626.39,1615.31,9175652,5841412352.0,0.68,-0.17,-2.75,0.06
2014-06-04,1616.84,1603.71,1617.72,1596.01,9702461,6042493952.0,1.34,-0.78,-12.68,0.07
2014-06-05,1601.39,1617.24,1618.16,1597.76,8496859,5410824960.0,1.27,0.84,13.53,0.06
2014-06-06,1616.9,1607.04,1616.9,1600.6,8584087,5659258880.0,1.01,-0.63,-10.2,0.06
2014-06-09,1603.26,1607.67,1619.04,1601.58,8454708,5513734144.0,1.09,0.04,0.63,0.06
2014-06-10,1609.02,1625.04,1625.4,1604.14,12199147,8103098368.0,1.32,1.08,17.37,0.08
2014-06-11,1622.39,1626.75,1627.75,1618.76,8971024,5769978624.0,0.55,0.11,1.71,0.06
2014-06-12,1623.99,1620.13,1626.09,1616.66,8935316,5705346560.0,0.58,-0.41,-6.62,0.06
2014-06-13,1616.1,1635.15,1637.05,1615.09,15406670,10479427072.0,1.36,0.93,15.02,0.1
2014-06-16,1633.85,1649.33,1650.53,1632.5,17595128,12050215424.0,1.1,0.87,14.18,0.12
2014-06-17,1646.53,1638.03,1646.53,1636.27,11741705,7765088256.0,0.62,-0.69,-11.3,0.08
2014-06-18,1636.31,1627.35,1638.31,1625.59,11965900,7125998592.0,0.78,-0.65,-10.68,0.08
2014-06-19,1627.69,1602.83,1630.73,1598.13,11266923,7489123072.0,2.0,-1.51,-24.52,0.08
2014-06-20,1598.07,1610.62,1611.51,1598.07,8975552,5812182272.0,0.84,0.49,7.79,0.06
2014-06-23,1609.26,1605.29,1614.79,1603.99,8242756,5703899136.0,0.67,-0.33,-5.33,0.06
2014-06-24,1600.46,1606.24,1607.07,1597.6,7417768,5064960512.0,0.59,0.06,0.95,0.05
2014-06-25,1603.79,1602.47,1604.23,1594.16,7882712,4875547136.0,0.63,-0.23,-3.77,0.05
2014-06-26,1603.23,1610.57,1611.22,1602.99,9116019,5640336896.0,0.51,0.51,8.1,0.06
2014-06-27,1604.6,1607.46,1612.76,1599.95,9398314,6066266624.0,0.8,-0.19,-3.11,0.06
2014-06-30,1612.03,1620.5,1621.99,1611.01,10105067,6573355264.0,0.68,0.81,13.04,0.07
2014-07-01,1621.61,1619.44,1623.23,1614.05,9287321,5877745664.0,0.57,-0.07,-1.06,0.06
2014-07-02,1619.42,1625.14,1626.0,1613.71,10188928,6636013056.0,0.76,0.35,5.7,0.07
2014-07-03,1621.14,1626.99,1630.84,1618.4,11740111,7555777536.0,0.77,0.11,1.85,0.08
2014-07-04,1626.83,1625.0,1630.65,1622.29,9359626,6099002880.0,0.51,-0.12,-1.99,0.06
2014-07-07,1625.27,1623.79,1627.05,1616.35,8393662,5244098048.0,0.66,-0.07,-1.21,0.06
2014-07-08,1622.39,1631.13,1631.59,1616.91,10384219,6466439424.0,0.9,0.45,7.34,0.07
2014-07-09,1628.33,1608.45,1628.63,1607.36,12252187,7825378048.0,1.3,-1.39,-22.68,0.08
2014-07-10,1602.15,1603.04,1610.65,1601.49,10133425,6253294336.0,0.57,-0.34,-5.41,0.07
2014-07-11,1597.79,1606.03,1610.74,1596.66,10444586,6450328832.0,0.88,0.19,2.99,0.07
2014-07-14,1605.15,1625.04,1625.45,1604.37,12628520,8432371456.0,1.31,1.18,19.01,0.09
2014-07-15,1625.75,1627.94,1628.13,1619.33,13081186,8376275456.0,0.54,0.18,2.9,0.09
2014-07-16,1627.56,1627.28,1635.73,1622.36,16786559,9609693440.0,0.82,-0.04,-0.66,0.11
2014-07-17,1623.82,1616.42,1623.82,1609.62,12466824,7612330752.0,0.87,-0.67,-10.86,0.08
2014-07-18,1609.84,1617.37,1623.83,1608.75,12805952,8340521984.0,0.93,0.06,0.95,0.09
2014-07-21,1615.81,1614.57,1619.04,1611.1,9939883,6390603776.0,0.49,-0.17,-2.8,0.07
2014-07-22,1612.8,1633.96,1636.01,1611.5,16359796,11268226048.0,1.52,1.2,19.39,0.11
2014-07-23,1632.64,1635.55,1645.21,1631.01,17485947,11311704576.0,0.87,0.1,1.59,0.12
2014-07-24,1639.39,1662.7,1665.45,1639.39,29369438,21016867072.0,1.59,1.66,27.15,0.2
2014-07-25,1662.69,1676.71,1677.74,1660.27,19614186,13810854400.0,1.05,0.84,14.01,0.13
2014-07-28,1682.76,1717.87,1720.7,1682.43,42796583,29233131776.0,2.28,2.45,41.16,0.29
2014-07-29,1720.61,1722.13,1730.81,1712.26,27450087,18875979776.0,1.08,0.25,4.26,0.19
2014-07-30,1717.73,1713.59,1727.58,1710.1,27106796,17905914368.0,1.02,-0.5,-8.54,0.18
2014-07-31,1711.14,1735.13,1735.85,1709.68,19276524,12967348480.0,1.53,1.26,21.54,0.13
2014-08-01,1728.96,1725.09,1752.22,1724.58,30658100,19459838720.0,1.59,-0.58,-10.04,0.21
2014-08-04,1728.71,1754.77,1755.19,1724.81,29312037,19690731008.0,1.76,1.72,29.68,0.2
2014-08-05,1754.72,1753.43,1757.31,1742.84,22695801,15933965824.0,0.82,-0.08,-1.34,0.15
2014-08-06,1748.02,1750.68,1755.69,1732.57,21714143,15347354624.0,1.32,-0.16,-2.75,0.15
2014-08-07,1749.94,1726.16,1751.74,1724.82,20612891,14279399424.0,1.54,-1.4,-24.52,0.14
2014-08-08,1724.18,1729.04,1734.01,1718.11,16557586,11389759744.0,0.92,0.17,2.88,0.11
2014-08-11,1732.94,1760.67,1761.26,1732.94,18397916,13265801984.0,1.64,1.83,31.63,0.12
2014-08-12,1758.73,1757.8,1761.76,1750.96,17141189,12539523072.0,0.61,-0.16,-2.87,0.12
2014-08-13,1759.29,1757.56,1765.49,1741.46,20555135,14356901376.0,1.37,-0.01,-0.24,0.14
2014-08-14,1755.73,1743.92,1761.79,1741.73,18305273,13275254016.0,1.14,-0.78,-13.64,0.12
2014-08-15,1743.08,1754.41,1759.59,1738.79,16456038,12311426816.0,1.19,0.6,10.49,0.11
2014-08-18,1756.25,1761.07,1765.05,1752.68,16336871,11796757504.0,0.71,0.38,6.66,0.11
2014-08-19,1762.05,1764.97,1767.28,1752.81,20408678,14280258560.0,0.82,0.22,3.9,0.14
2014-08-20,1761.85,1758.31,1764.63,1754.1,15355627,10475736320.0,0.6,-0.38,-6.66,0.1
2014-08-21,1757.41,1745.31,1757.72,1731.32,16887071,12074119424.0,1.5,-0.74,-13.0,0.11
2014-08-22,1743.36,1752.19,1753.42,1739.24,15362508,10446557440.0,0.81,0.39,6.88,0.1
2014-08-25,1751.22,1739.3,1751.75,1734.32,16641926,10986508288.0,0.99,-0.74,-12.89,0.11
2014-08-26,1737.21,1726.73,1745.3,1722.11,15965308,10688859392.0,1.33,-0.72,-12.57,0.11
2014-08-27,1725.62,1723.92,1730.42,1720.58,10348790,7003043328.0,0.57,-0.16,-2.81,0.07
2014-08-28,1724.62,1713.43,1730.05,1710.72,13784897,8907545344.0,1.12,-0.61,-10.49,0.09
2014-08-29,1717.28,1731.9,1732.57,1713.85,11133989,7349091328.0,1.09,1.08,18.47,0.08
2014-09-01,1733.08,1743.6,1744.5,1730.91,14531971,9648342528.0,0.78,0.68,11.7,0.1
2014-09-02,1746.86,1764.27,1765.36,1740.92,21742382,15120672000.0,1.4,1.19,20.67,0.15
2014-09-03,1766.51,1779.35,1783.37,1766.28,24295854,16458352640.0,0.97,0.85,15.08,0.16
2014-09-04,1779.99,1790.02,1791.08,1773.8,20515021,14592470528.0,0.97,0.6,10.67,0.14
2014-09-05,1794.5,1812.6,1813.85,1793.32,25182370,18116157696.0,1.15,1.26,22.58,0.17
2014-09-09,1814.48,1811.09,1817.8,1805.73,17467790,12627089664.0,0.67,-0.08,-1.51,0.12
2014-09-10,1805.09,1800.42,1805.09,1791.15,16966755,11883953408.0,0.77,-0.59,-10.67,0.12
2014-09-11,1798.27,1799.02,1824.03,1792.22,22901886,16132494336.0,1.77,-0.08,-1.4,0.16
2014-09-12,1795.38,1808.73,1808.74,1791.25,16695868,11119469824.0,0.97,0.54,9.71,0.11
2014-09-15,1806.06,1813.96,1814.28,1800.62,21448746,14377838080.0,0.76,0.29,5.23,0.15
2014-09-16,1815.77,1785.32,1822.16,1783.59,35972716,21853616384.0,2.13,-1.58,-28.64,0.24
2014-09-17,1786.32,1790.28,1791.55,1772.86,22245888,13114254080.0,1.05,0.28,4.96,0.15
2014-09-18,1787.56,1797.37,1803.79,1780.97,25506547,15859974400.0,1.27,0.4,7.09,0.17
2014-09-19,1795.56,1805.89,1806.67,1788.78,20691317,13855777024.0,1.0,0.47,8.52,0.14
2014-09-22,1801.65,1779.6,1801.88,1773.48,21615710,13985008896.0,1.57,-1.46,-26.29,0.15
2014-09-23,1779.68,1788.73,1790.35,1777.02,15221710,9905132288.0,0.75,0.51,9.13,0.1
2014-09-24,1784.21,1814.66,1816.67,1780.3,27016302,18408478208.0,2.03,1.45,25.93,0.18
2014-09-25,1821.74,1815.97,1830.68,1809.09,24356942,16131076608.0,1.19,0.07,1.31,0.17
2014-09-26,1810.76,1816.38,1819.16,1804.78,15258765,10573905408.0,0.79,0.02,0.41,0.1
2014-09-29,1819.84,1827.3,1828.53,1817.26,21387186,14708324864.0,0.62,0.6,10.92,0.14
2014-09-30,1830.94,1832.83,1834.53,1824.25,19444430,13533885696.0,0.56,0.3,5.53,0.13
2014-10-08,1836.32,1844.01,1844.16,1825.0,23723197,16520806656.0,1.05,0.61,11.18,0.16
2014-10-09,1843.52,1844.01,1847.79,1829.61,22021049,15546977024.0,0.99,0.0,0.0,0.15
2014-10-10,1838.08,1829.95,1840.8,1823.67,21875125,15691130368.0,0.93,-0.76,-14.06,0.15
2014-10-13,1822.03,1818.85,1822.91,1801.21,20555696,14108683264.0,1.19,-0.61,-11.1,0.14
2014-10-14,1815.53,1815.17,1831.66,1807.2,18440107,12389531904.0,1.34,-0.2,-3.68,0.12
2014-10-15,1811.99,1824.49,1825.36,1802.7,21542096,14797156352.0,1.25,0.51,9.32,0.15
2014-10-16,1814.78,1817.97,1842.83,1810.26,31457445,20895852032.0,1.79,-0.36,-6.52,0.21
2014-10-17,1815.91,1811.61,1825.94,1788.78,23285792,16396383232.0,2.04,-0.35,-6.36,0.16
2014-10-20,1816.62,1822.03,1822.71,1809.4,17879727,13251250944.0,0.73,0.58,10.42,0.12
2014-10-21,1819.29,1806.61,1825.03,1804.92,17484038,12660241664.0,1.1,-0.85,-15.42,0.12
2014-10-22,1806.06,1796.47,1815.33,1794.65,16505162,12014948864.0,1.14,-0.56,-10.14,0.11
2014-10-23,1794.94,1775.95,1799.62,1773.32,20092375,13976546560.0,1.46,-1.14,-20.52,0.14
2014-10-24,1776.15,1775.26,1785.13,1771.93,14080513,10254335744.0,0.74,-0.04,-0.69,0.1
2014-10-27,1769.13,1760.92,1769.13,1757.28,16347420,11580562176.0,0.67,-0.81,-14.34,0.11
2014-10-28,1762.81,1795.78,1796.17,1762.81,17698893,12491739648.0,1.89,1.98,34.86,0.12
2014-10-29,1799.59,1825.84,1832.29,1797.11,29418804,20194615040.0,1.96,1.67,30.06,0.2
2014-10-30,1825.72,1852.74,1857.0,1821.14,42830973,25409341696.0,1.96,1.47,26.9,0.29
2014-10-31,1856.49,1883.81,1889.07,1849.81,79218555,47746449408.0,2.12,1.68,31.07,0.54
2014-11-03,1887.33,1897.33,1904.52,1881.42,48874412,30999370240.0,1.23,0.72,13.52,0.33
2014-11-04,1895.04,1894.57,1901.14,1883.41,38749025,24547833088.0,0.93,-0.15,-2.76,0.26
2014-11-05,1900.01,1891.26,1908.0,1890.37,39909186,25176726784.0,0.93,-0.17,-3.31,0.27
2014-11-06,1893.08,1896.69,1897.29,1872.6,29384405,19392627200.0,1.31,0.29,5.43,0.2
2014-11-07,1896.38,1892.81,1922.91,1883.08,53248812,39594644736.0,2.1,-0.2,-3.88,0.36
2014-11-10,1909.1,1946.17,1946.41,1901.59,63240681,45074578944.0,2.37,2.82,53.36,0.43
2014-11-11,1951.99,1942.75,1977.6,1923.85,106686922,70246633472.0,2.76,-0.18,-3.42,0.72
2014-11-12,1930.76,1969.26,1969.93,1924.1,53032806,37367498240.0,2.36,1.36,26.51,0.36
2014-11-13,1972.76,1962.84,1985.79,1951.54,58683238,42161445632.0,1.74,-0.33,-6.42,0.4
2014-11-14,1954.4,1956.93,1958.74,1936.66,38552368,28634360064.0,1.12,-0.3,-5.91,0.26
2014-11-17,1991.8,1954.54,1994.3,1953.45,42872585,32859313152.0,2.09,-0.12,-2.39,0.29
2014-11-18,1957.55,1934.85,1957.55,1927.93,42407347,29873007104.0,1.52,-1.01,-19.69,0.29
2014-11-19,1930.02,1924.62,1935.8,1919.67,29993355,21885419776.0,0.83,-0.53,-10.23,0.2
2014-11-20,1918.71,1924.1,1928.9,1909.89,25912553,18235715840.0,0.99,-0.03,-0.52,0.18
2014-11-21,1923.21,1953.14,1954.86,1913.85,37356079,28017032448.0,2.13,1.51,29.04,0.25
2014-11-24,1961.44,1986.68,1999.25,1951.22,67194683,51156389632.0,2.46,1.72,33.54,0.46
2014-11-25,1987.91,2024.66,2025.76,1984.99,51743124,38023884544.0,2.05,1.91,37.98,0.35
2014-11-26,2030.08,2043.11,2043.53,2020.38,67804270,49454319104.0,1.14,0.91,18.45,0.46
2014-11-27,2051.96,2053.12,2058.54,2030.4,74905065,54187277568.0,1.38,0.49,10.01,0.51
2014-11-28,2052.51,2105.83,2106.27,2047.81,131087212,91056340992.0,2.85,2.57,52.71,0.89
2014-12-01,2113.84,2110.16,2142.96,2101.34,119193395,85489197056.0,1.98,0.21,4.33,0.81
2014-12-02,2099.72,2175.46,2190.23,2096.61,128000325,92341395456.0,4.44,3.09,65.3,0.87
2014-12-03,2179.34,2180.12,2225.01,2145.63,149141304,113895198720.0,3.65,0.21,4.66,1.01
2014-12-04,2186.69,2273.61,2274.59,2177.84,144260472,112240902144.0,4.44,4.29,93.49,0.98
2014-12-05,2296.7,2287.04,2343.58,2204.54,197340815,161837723648.0,6.12,0.59,13.43,1.34
2014-12-08,2262.71,2352.07,2369.13,2240.21,176833669,142412603392.0,5.64,2.84,65.03,1.2
2014-12-09,2333.14,2245.05,2429.69,2224.29,205859848,177355710464.0,8.73,-4.55,-107.02,1.4
2014-12-10,2248.13,2336.82,2342.55,2216.48,135612298,120570261504.0,5.62,4.09,91.77,0.92
2014-12-11,2320.31,2338.17,2381.29,2305.74,104379054,96151715840.0,3.23,0.06,1.35,0.71
2014-12-12,2335.97,2337.15,2351.4,2312.48,81400504,76649189376.0,1.66,-0.04,-1.02,0.55
2014-12-15,2326.69,2334.11,2342.89,2287.44,75451459,52370985472.0,2.37,-0.13,-3.04,0.51
2014-12-16,2332.75,2386.4,2386.83,2321.1,103132211,72400011264.0,2.82,2.24,52.29,0.7
2014-12-17,2389.2,2424.64,2439.99,2366.95,181433085,135473618944.0,3.06,1.6,38.24,1.23
2014-12-18,2425.46,2420.21,2438.25,2388.1,118307679,91799371776.0,2.07,-0.18,-4.43,0.8
2014-12-19,2409.73,2499.89,2504.78,2400.54,136473718,99092606976.0,4.31,3.29,79.68,0.93
2014-12-22,2520.81,2547.76,2595.47,2501.58,233057669,165457391616.0,3.76,1.91,47.87,1.58
2014-12-23,2507.9,2440.65,2542.92,2434.93,153765440,104898297856.0,4.24,-4.2,-107.11,1.04
2014-12-24,2438.72,2385.4,2449.86,2351.08,118252070,83425058816.0,4.05,-2.26,-55.25,0.8
2014-12-25,2402.91,2471.87,2472.48,2380.33,117724180,85267398656.0,3.86,3.62,86.47,0.8
2014-12-26,2475.5,2520.74,2526.17,2455.91,135922442,100361400320.0,2.84,1.98,48.87,0.92
2014-12-29,2549.56,2515.34,2573.26,2481.72,155337047,122032050176.0,3.63,-0.21,-5.4,1.05
2014-12-30,2507.49,2493.09,2529.59,2465.15,123853156,94767783936.0,2.56,-0.88,-22.25,0.84
2014-12-31,2496.44,2547.69,2553.61,2478.53,144008072,107738202112.0,3.01,2.19,54.6,0.98
2015-01-05,2565.14,2654.75,2665.14,2565.14,166937487,129848516608.0,3.93,4.2,107.06,1.13
2015-01-06,2634.99,2664.34,2710.48,2613.03,160272842,130106601472.0,3.67,0.36,9.59,1.09
2015-01-07,2637.53,2653.79,2658.63,2608.95,110647332,89804906496.0,1.86,-0.4,-10.55,0.75
2015-01-08,2648.15,2583.05,2655.42,2577.49,104635817,81983021056.0,2.94,-2.67,-70.74,0.71
2015-01-09,2565.42,2569.26,2663.55,2554.13,137859110,108035604480.0,4.24,-0.53,-13.79,0.93
2015-01-12,2545.44,2510.34,2551.29,2483.37,86746273,68193966336.0,2.64,-2.29,-58.92,0.59
2015-01-13,2502.99,2522.9,2532.64,2501.34,53293153,42364381952.0,1.25,0.5,12.56,0.36
2015-01-14,2527.12,2516.88,2553.73,2498.38,72953482,55345224960.0,2.19,-0.24,-6.02,0.49
